Equipment,Substation Name,"Reliability Risk Matrix (PoF,CoF)",line,type,Equipment Type,Date,Age,Failure Type,_merge
41015009,BASALT,32,D,TXFR,,,,,left_only
41015291,BASALT,32,D,TXFR,,,,,left_only
41015013,BASALT,32,D,TXFR,,,,,left_only
41011982,EEL RIVER,32,D,TXFR,,,,,left_only
41012928,EEL RIVER,32,D,TXFR,,,,,left_only
41011983,EEL RIVER,32,D,TXFR,,,,,left_only
41012103,FRUITVALE,32,D,TXFR,,,,,left_only
41012100,FRUITVALE,32,D,TXFR,,,,,left_only
41012101,FRUITVALE,32,D,TXFR,,,,,left_only
41013575,NEW HOPE,32,D,TXFR,,,,,left_only
41013574,NEW HOPE,32,D,TXFR,,,,,left_only
41014639,SAN FRAN P(HUNTERS POINT),34,D,TXFR,,,,,left_only
41014697,SAN JOSE A,23,D,TXFR,,,,,left_only
41014703,SAN JOSE A,23,D,TXFR,,,,,left_only
41014113,STAUFFER,23,D,TXFR,,,,,left_only
41014783,VALLECITOS,33,D,TXFR,,,,,left_only
41015264,CRUSHER,23,D,TXFR,,,,,left_only
41013411,MENDOCINO,22,D,TXFR,,,,,left_only
41013637,PEACHTON,32,D,TXFR,,,,,left_only
41013636,PEACHTON,32,D,TXFR,,,,,left_only
41013739,PEACHTON,32,D,TXFR,,,,,left_only
41013370,MARICOPA,32,D,TXFR,,,,,left_only
41013369,MARICOPA,22,D,TXFR,,,,,left_only
41013371,MARICOPA,32,D,TXFR,,,,,left_only
41012703,CARRIZO PLAINS,22,D,TXFR,,,,,left_only
41012026,SAN ANDREAS,23,D,TXFR,,,,,left_only
41012713,MIRABEL,33,D,TXFR,,,,,left_only
41012848,MONTICELLO,23,D,TXFR,,,,,left_only
41013199,JOLON,33,D,TXFR,,,,,left_only
41013798,PLAINFIELD,23,D,TXFR,,,,,left_only
41012843,MONTICELLO,22,D,TXFR,,,,,left_only
41013085,MARTELL,22,D,TXFR,,,,,left_only
41013081,MARTELL,42,D,TXFR,,,,,left_only
41013178,NAPA,22,D,TXFR,,,,,left_only
41014385,LIVERMORE,22,D,TXFR,,,,,left_only
41015107,BLUE LAKE,22,D,TXFR,,,,,left_only
41015106,BLUE LAKE,22,D,TXFR,,,,,left_only
41015105,BLUE LAKE,22,D,TXFR,,,,,left_only
41012631,BURNEY,32,D,TXFR,,,,,left_only
41012511,ARBUCKLE,42,D,TXFR,,,,,left_only
41012868,DAIRYVILLE,32,D,TXFR,,,,,left_only
41012465,MAXWELL,21,D,TXFR,,,,,left_only
41012469,MAXWELL,21,D,TXFR,,,,,left_only
41012467,MAXWELL,21,D,TXFR,,,,,left_only
41014293,WELLFIELD,31,D,TXFR,,,,,left_only
41014292,WELLFIELD,21,D,TXFR,,,,,left_only
41014155,SYCAMORE CREEK,43,D,TXFR,,,,,left_only
41013092,GUSTINE,23,D,TXFR,,,,,left_only
41013093,GUSTINE,23,D,TXFR,,,,,left_only
41014737,OTTER,23,D,TXFR,,,,,left_only
41012855,COUNTRY CLUB,23,D,TXFR,,,,,left_only
41014734,OILFIELDS,22,D,TXFR,,,,,left_only
41013653,OILFIELDS,22,D,TXFR,,,,,left_only
41013654,OILFIELDS,22,D,TXFR,,,,,left_only
41014450,DUNBAR,22,D,TXFR,,,,,left_only
41012276,DUNBAR,22,D,TXFR,,,,,left_only
41012907,DUNBAR,22,D,TXFR,,,,,left_only
41012917,EAST QUINCY,22,D,TXFR,,,,,left_only
41012993,FROGTOWN,22,D,TXFR,,,,,left_only
41014687,FROGTOWN,22,D,TXFR,,,,,left_only
41012995,FROGTOWN,22,D,TXFR,,,,,left_only
41012058,EAST QUINCY,22,D,TXFR,,,,,left_only
41012057,EAST QUINCY,22,D,TXFR,,,,,left_only
41014692,GEYSERVILLE,22,D,TXFR,,,,,left_only
41014575,STELLING,23,D,TXFR,,,,,left_only
41012226,HALF MOON BAY,23,D,TXFR,,,,,left_only
41012856,COUNTRY CLUB,23,D,TXFR,,,,,left_only
41014677,COUNTRY CLUB,23,D,TXFR,,,,,left_only
41014511,MONARCH,23,D,TXFR,,,,,left_only
41013911,SAN CARLOS,23,D,TXFR,,,,,left_only
41013356,MANTECA,23,D,TXFR,,,,,left_only
41013364,MANTECA,23,D,TXFR,,,,,left_only
41013360,MANTECA,23,D,TXFR,,,,,left_only
41014501,MANTECA,23,D,TXFR,,,,,left_only
41014540,PETALUMA C,22,D,TXFR,,,,,left_only
41013748,PETALUMA C,22,D,TXFR,,,,,left_only
41013941,PETALUMA C,22,D,TXFR,,,,,left_only
41014139,STOCKTON A,22,D,TXFR,,,,,left_only
41012005,STOCKTON A,22,D,TXFR,,,,,left_only
41012004,STOCKTON A,22,D,TXFR,,,,,left_only
41014138,STOCKTON A,22,D,TXFR,,,,,left_only
41014133,STOCKTON A,22,D,TXFR,,,,,left_only
41014779,STOCKTON A,22,D,TXFR,,,,,left_only
41013904,SAN ARDO,22,D,TXFR,,,,,left_only
41013902,SAN ARDO,22,D,TXFR,,,,,left_only
41013903,SAN ARDO,22,D,TXFR,,,,,left_only
41014542,PITTSBURG,31,D,TXFR,,,,,left_only
41014236,ROSSMOOR,24,D,TXFR,,,,,left_only
41013248,LAKEVILLE,23,D,TXFR,,,,,left_only
41013198,JESSUP,43,D,TXFR,,,,,left_only
41012371,LOCKHEED #2,23,D,TXFR,,,,,left_only
41014373,WYANDOTTE,23,D,TXFR,,,,,left_only
41012877,NEWBURG,23,D,TXFR,,,,,left_only
41014440,COUNTRY CLUB,23,D,TXFR,,,,,left_only
41014304,WESTLANDS,23,D,TXFR,,,,,left_only
41014013,RALSTON,23,D,TXFR,,,,,left_only
41013454,METTLER,33,D,TXFR,,,,,left_only
41014276,WATERLOO,33,D,TXFR,,,,,left_only
41013348,MADISON,23,D,TXFR,,,,,left_only
41014850,ALPAUGH,23,D,TXFR,,,,,left_only
41014650,ALTO,23,D,TXFR,,,,,left_only
41013200,KANAKA,22,D,TXFR,,,,,left_only
41015268,COTATI,22,D,TXFR,,,,,left_only
41015267,COTATI,22,D,TXFR,,,,,left_only
41015266,COTATI,22,D,TXFR,,,,,left_only
41015111,BOGARD,22,D,TXFR,,,,,left_only
41012572,BIG BASIN,22,D,TXFR,,,,,left_only
41015090,BIG BASIN,22,D,TXFR,,,,,left_only
41015091,BIG BASIN,22,D,TXFR,,,,,left_only
41014341,WILLOWS A,22,D,TXFR,,,,,left_only
41014896,WILLOWS A,22,D,TXFR,,,,,left_only
41014602,WILLOWS A,22,D,TXFR,,,,,left_only
41014797,WILLOWS A,22,D,TXFR,,,,,left_only
41015145,RIO DELL,22,D,TXFR,,,,,left_only
41015143,RIO DELL,22,D,TXFR,,,,,left_only
41015144,RIO DELL,22,D,TXFR,,,,,left_only
41014591,VASCO,22,D,TXFR,,,,,left_only
41014253,VASCO,22,D,TXFR,,,,,left_only
41013989,RADUM,22,D,TXFR,,,,,left_only
41013905,SAN ARDO,22,D,TXFR,,,,,left_only
41013713,PANORAMA,33,D,TXFR,,,,,left_only
41014816,CANTUA,23,D,TXFR,,,,,left_only
41014490,KONOCTI,23,D,TXFR,,,,,left_only
41014866,LIVE OAK,23,D,TXFR,,,,,left_only
41013838,RED BLUFF,23,D,TXFR,,,,,left_only
41013840,REDBUD,23,D,TXFR,,,,,left_only
41013839,REDBUD,23,D,TXFR,,,,,left_only
41014102,STAGG,22,D,TXFR,,,,,left_only
41014124,ARBUCKLE,22,D,TXFR,,,,,left_only
41014066,ARBUCKLE,22,D,TXFR,,,,,left_only
41014093,ARBUCKLE,22,D,TXFR,,,,,left_only
41013738,PEACHTON,42,D,TXFR,,,,,left_only
41013169,HUMBOLDT BAY,23,D,TXFR,,,,,left_only
41014875,DERRICK,33,D,TXFR,,,,,left_only
41013067,GRAND ISLAND,23,D,TXFR,,,,,left_only
41013066,GRAND ISLAND,53,D,TXFR,,,,,left_only
41013151,ALHAMBRA,23,D,TXFR,,,,,left_only
41014873,COALINGA #1,23,D,TXFR,,,,,left_only
41013696,PACIFIC GROVE,23,D,TXFR,,,,,left_only
41012751,WATSONVILLE,22,D,TXFR,,,,,left_only
41015200,CLEAR LAKE,22,D,TXFR,,,,,left_only
41015198,CLEAR LAKE,22,D,TXFR,,,,,left_only
41015199,CLEAR LAKE,22,D,TXFR,,,,,left_only
41013666,OREGON TRAIL,32,D,TXFR,TXFR,2026-05-06,,JIT,both
41013760,PITTSBURG,31,D,TXFR,,,,,left_only
41013762,PITTSBURG,31,D,TXFR,,,,,left_only
41014034,REDBUD,23,D,TXFR,,,,,left_only
41014538,PEASE,23,D,TXFR,,,,,left_only
41012834,CORTINA,52,D,TXFR,,,,,left_only
41014327,SAN FRAN E,23,D,TXFR,,,,,left_only
41014312,SAN FRAN E,23,D,TXFR,,,,,left_only
41013913,SAN FRAN E,23,D,TXFR,,,,,left_only
41014310,SAN FRAN E,23,D,TXFR,,,,,left_only
41014317,SAN FRAN E,23,D,TXFR,,,,,left_only
41014309,SAN FRAN E,23,D,TXFR,,,,,left_only
41014323,SAN FRAN E,23,D,TXFR,,,,,left_only
41013878,BIG RIVER,22,D,TXFR,,,,,left_only
41013872,ROCKLIN,22,D,TXFR,,,,,left_only
41015032,WHEATLAND,22,D,TXFR,,,,,left_only
41015031,WHEATLAND,42,D,TXFR,,,,,left_only
41014597,WHEATLAND,22,D,TXFR,,,,,left_only
41015033,WHEATLAND,22,D,TXFR,,,,,left_only
41014368,VACA DIXON,23,D,TXFR,,,,,left_only
41012165,WOODLAND,23,D,TXFR,,,,,left_only
41012007,BAYSHORE,23,D,TXFR,,,,,left_only
41015142,BAYSHORE,23,D,TXFR,,,,,left_only
41014070,SILVERADO,23,D,TXFR,,,,,left_only
41014464,GALLO,23,D,TXFR,,,,,left_only
41014165,TAFT,23,D,TXFR,,,,,left_only
41011912,BERRENDA A,23,D,TXFR,,,,,left_only
41012396,LOS ALTOS,23,D,TXFR,,,,,left_only
41014056,RESERVE OIL,23,D,TXFR,,,,,left_only
41012395,LOS ALTOS,23,D,TXFR,,,,,left_only
41012480,ALPINE,22,D,TXFR,,,,,left_only
41012479,ALPINE,22,D,TXFR,,,,,left_only
41012481,ALPINE,22,D,TXFR,,,,,left_only
41014649,ALPINE,22,D,TXFR,,,,,left_only
41012537,BAHIA,24,D,TXFR,,,,,left_only
41014942,BAHIA,24,D,TXFR,,,,,left_only
41011945,BELLEVUE,33,D,TXFR,,,,,left_only
41012968,FOOTHILL,23,D,TXFR,,,,,left_only
41012912,EAST MARYSVILLE,43,D,TXFR,,,,,left_only
41013864,RIVER ROCK,23,D,TXFR,,,,,left_only
41012720,CAWELO C,23,D,TXFR,,,,,left_only
41012569,BELLRIDGE 1B,23,D,TXFR,,,,,left_only
41014978,UKIAH,23,D,TXFR,,,,,left_only
41013222,KING CITY,23,D,TXFR,,,,,left_only
41014110,STAGG,22,D,TXFR,,,,,left_only
41014107,STAGG,22,D,TXFR,,,,,left_only
41014775,STAGG,22,D,TXFR,,,,,left_only
41013942,PETALUMA C,22,D,TXFR,,,,,left_only
41014016,ROCKLIN,22,D,TXFR,,,,,left_only
41012818,MILPITAS,43,D,TXFR,,,,,left_only
41014558,SAN LEANDRO U,23,D,TXFR,,,,,left_only
41014298,WEST SACRAMENTO,33,D,TXFR,,,,,left_only
41011914,VALLEY VIEW,23,D,TXFR,,,,,left_only
41014097,STAFFORD,23,D,TXFR,,,,,left_only
41012702,CARQUINEZ,23,D,TXFR,,,,,left_only
41015292,BELLE HAVEN,23,D,TXFR,,,,,left_only
41013299,OAKLAND K (CLAREMONT),23,D,TXFR,,,,,left_only
41013869,RIVERBANK,23,D,TXFR,,,,,left_only
41013867,RIVERBANK,23,D,TXFR,,,,,left_only
41013870,RIVERBANK,23,D,TXFR,,,,,left_only
41012447,MADERA,23,D,TXFR,,,,,left_only
41012446,MADERA,22,D,TXFR,,,,,left_only
41012445,MADERA,22,D,TXFR,,,,,left_only
41013423,STANISLAUS PH,22,D,TXFR,,,,,left_only
41013422,STANISLAUS PH,22,D,TXFR,,,,,left_only
41013421,STANISLAUS PH,22,D,TXFR,,,,,left_only
41013424,STANISLAUS PH,22,D,TXFR,,,,,left_only
41013990,SAN LEANDRO U,23,D,TXFR,,,,,left_only
41014776,STELLING,23,D,TXFR,,,,,left_only
41014216,ROB ROY,23,D,TXFR,,,,,left_only
41135834,KIRKER,23,D,TXFR,,,,,left_only
41014795,WESTPARK,33,D,TXFR,,,,,left_only
41011997,EL CERRITO G,23,D,TXFR,,,,,left_only
41011998,EL CERRITO G,23,D,TXFR,,,,,left_only
41013476,MILLBRAE,23,D,TXFR,,,,,left_only
41012277,EL CAPITAN,23,D,TXFR,,,,,left_only
41013579,PACIFICA,23,D,TXFR,,,,,left_only
41012006,EL PECO,22,D,TXFR,,,,,left_only
41012519,ASHLAN AVE,24,D,TXFR,,,,,left_only
41012906,DUMBARTON,24,D,TXFR,,,,,left_only
41013493,VACA DIXON,23,D,TXFR,,,,,left_only
41014696,SAN JOSE A,23,D,TXFR,,,,,left_only
41014493,LAS POSITAS,53,D,TXFR,,,,,left_only
41012393,LOGAN CREEK,23,D,TXFR,,,,,left_only
41013912,AMES,23,D,TXFR,,,,,left_only
41014157,SYCAMORE CREEK,23,D,TXFR,,,,,left_only
41015051,WESTPARK,53,D,TXFR,,,,,left_only
41015005,VACAVILLE,23,D,TXFR,,,,,left_only
41011928,EMBARCADERO,23,D,TXFR,,,,,left_only
41011926,SAN FRAN Z (EMBARCADERO),23,D,TXFR,,,,,left_only
41011954,EAST PORTAL,23,D,TXFR,,,,,left_only
41013258,OAKLAND D,23,D,TXFR,,,,,left_only
41015034,WHISMAN,23,D,TXFR,,,,,left_only
41131166,ROUND MTN,23,D,TXFR,,,,,left_only
41131168,ROUND MTN,23,D,TXFR,,,,,left_only
41131165,ROUND MTN,23,D,TXFR,,,,,left_only
41012576,MEADOW LANE,54,D,TXFR,,,,,left_only
41012531,MCKEE,24,D,TXFR,,,,,left_only
41013353,OAKLAND D,24,D,TXFR,,,,,left_only
41014733,OAKLAND D,23,D,TXFR,,,,,left_only
41014387,MALAGA,43,D,TXFR,,,,,left_only
41014925,SUISUN,23,D,TXFR,,,,,left_only
41014565,SERRAMONTE,23,D,TXFR,,,,,left_only
41014318,WHISMAN,23,D,TXFR,,,,,left_only
41117001,FRUITVALE,23,D,TXFR,,,,,left_only
41013273,OAKLAND L,23,D,TXFR,,,,,left_only
41014931,SWIFT,23,D,TXFR,,,,,left_only
41015158,CARQUINEZ,23,D,TXFR,,,,,left_only
41014941,TECUYA,23,D,TXFR,,,,,left_only
41015189,CHARCA,23,D,TXFR,,,,,left_only
41013612,OAKHURST,23,D,TXFR,,,,,left_only
41012796,MI WUK,23,D,TXFR,,,,,left_only
41012807,MI WUK,23,D,TXFR,,,,,left_only
41012802,MI WUK,23,D,TXFR,,,,,left_only
41013332,COTATI,23,D,TXFR,,,,,left_only
41013001,COTATI,23,D,TXFR,,,,,left_only
41012999,COTATI,23,D,TXFR,,,,,left_only
41012866,CUYAMA,31,D,TXFR,,,,,left_only
41012865,CUYAMA,21,D,TXFR,,,,,left_only
41015253,COPUS,31,D,TXFR,,,,,left_only
41015255,COPUS,31,D,TXFR,,,,,left_only
41012360,LAKEWOOD,24,D,TXFR,,,,,left_only
41014518,MT. EDEN,24,D,TXFR,,,,,left_only
41012931,EL CAPITAN,24,D,TXFR,,,,,left_only
41014358,WOLFE,23,D,TXFR,,,,,left_only
41014988,VALLEY VIEW,23,D,TXFR,,,,,left_only
41011908,DUMBARTON,23,D,TXFR,,,,,left_only
41014658,BELLRIDGE 1A,53,D,TXFR,,,,,left_only
41012914,EAST MARYSVILLE,23,D,TXFR,,,,,left_only
41013745,PENNGROVE,23,D,TXFR,,,,,left_only
41013336,LUCERNE,33,D,TXFR,,,,,left_only
41015187,CHOLAME,23,D,TXFR,,,,,left_only
41015188,CHOLAME,23,D,TXFR,,,,,left_only
41013586,NEWHALL,23,D,TXFR,,,,,left_only
41014868,FAIRVIEW,33,D,TXFR,,,,,left_only
41014867,FAIRVIEW,23,D,TXFR,,,,,left_only
41014870,FAIRVIEW,23,D,TXFR,,,,,left_only
41014869,FAIRVIEW,23,D,TXFR,,,,,left_only
41013074,GRAYS FLAT,21,D,TXFR,,,,,left_only
41013137,HICKS,24,D,TXFR,,,,,left_only
41012420,LAWRENCE,23,D,TXFR,,,,,left_only
41012628,BULLARD,43,D,TXFR,,,,,left_only
41012607,BRITTON,33,D,TXFR,,,,,left_only
41012756,CLAY,23,D,TXFR,,,,,left_only
41014202,TRACY,23,D,TXFR,,,,,left_only
41012876,MOLINO,23,D,TXFR,,,,,left_only
41011902,RESERVE OIL,23,D,TXFR,,,,,left_only
41012153,PEASE,33,D,TXFR,,,,,left_only
41013746,PENRYN,23,D,TXFR,,,,,left_only
41013907,PERRY,23,D,TXFR,,,,,left_only
41014220,TUPMAN,43,D,TXFR,,,,,left_only
41012542,BALFOUR,22,D,TXFR,,,,,left_only
41013362,MANTECA,23,D,TXFR,,,,,left_only
41013357,MANTECA,23,D,TXFR,,,,,left_only
41013358,MANTECA,23,D,TXFR,,,,,left_only
41013078,GREEN VALLEY,23,D,TXFR,,,,,left_only
41012549,BAY MEADOWS,23,D,TXFR,,,,,left_only
41015192,CLAYTON,23,D,TXFR,,,,,left_only
41012785,WEST FRESNO,23,D,TXFR,,,,,left_only
41012627,BULLARD,23,D,TXFR,,,,,left_only
41014126,STOCKDALE,23,D,TXFR,,,,,left_only
41014926,SANGER,23,D,TXFR,,,,,left_only
41013744,PLACERVILLE,23,D,TXFR,,,,,left_only
41013995,RAINBOW,23,D,TXFR,,,,,left_only
41012341,OLD KEARNEY,43,D,TXFR,,,,,left_only
41014688,GABILAN,23,D,TXFR,,,,,left_only
41012629,BULLARD,23,D,TXFR,,,,,left_only
41014587,UKIAH,23,D,TXFR,,,,,left_only
41013752,PETALUMA C,23,D,TXFR,,,,,left_only
41014499,MALAGA,43,D,TXFR,,,,,left_only
41013996,SAN LUIS #3,23,D,TXFR,,,,,left_only
41012746,CHICO B,23,D,TXFR,,,,,left_only
41012867,CYMRIC,23,D,TXFR,,,,,left_only
41012745,CHICO B,23,D,TXFR,,,,,left_only
41012935,YOSEMITE PARK,23,D,TXFR,,,,,left_only
41013150,HONCUT,23,D,TXFR,,,,,left_only
41012610,HIGGINS,23,D,TXFR,,,,,left_only
41015157,CALPELLA,23,D,TXFR,,,,,left_only
41012880,DEL MAR,23,D,TXFR,,,,,left_only
41014764,SAN LUIS 6,23,D,TXFR,,,,,left_only
41012571,BERRENDA C,23,D,TXFR,,,,,left_only
41178982,SAN JOAQUIN,23,D,TXFR,,,,,left_only
41013064,GOOSE LAKE,23,D,TXFR,,,,,left_only
41014065,SHREDDER,32,D,TXFR,,,,,left_only
41014618,SHREDDER,32,D,TXFR,,,,,left_only
41014960,BAKERSFIELD,23,D,TXFR,,,,,left_only
41088864,HOWLAND,23,D,TXFR,,,,,left_only
41014344,WILSON,23,D,TXFR,,,,,left_only
41012793,COLUMBUS,23,D,TXFR,,,,,left_only
41015028,BAY MEADOWS,23,D,TXFR,,,,,left_only
41013967,PUEBLO,23,D,TXFR,,,,,left_only
41011952,LAS GALLINAS A,23,D,TXFR,,,,,left_only
41013589,NORD,43,D,TXFR,,,,,left_only
41013877,ROSEDALE,23,D,TXFR,,,,,left_only
41013972,PUTAH CREEK,23,D,TXFR,,,,,left_only
41014098,STAFFORD,23,D,TXFR,,,,,left_only
41012749,CHOWCHILLA,53,D,TXFR,,,,,left_only
41013333,OAKHURST,43,D,TXFR,,,,,left_only
41013009,GANSO,23,D,TXFR,,,,,left_only
41013588,NORCO,23,D,TXFR,,,,,left_only
41015103,BLACKWELL,33,D,TXFR,,,,,left_only
41012719,CATLETT,22,D,TXFR,,,,,left_only
41013652,OILFIELDS,21,D,TXFR,,,,,left_only
41014529,OILFIELDS,21,D,TXFR,,,,,left_only
41013650,OILFIELDS,21,D,TXFR,,,,,left_only
41013651,OILFIELDS,21,D,TXFR,,,,,left_only
41014772,SONOMA A,23,D,TXFR,,,,,left_only
41015251,CLOVIS,33,D,TXFR,,,,,left_only
41013818,RACETRACK,23,D,TXFR,,,,,left_only
41014063,SHINGLE SPRINGS,23,D,TXFR,,,,,left_only
41015084,BELLEVUE,33,D,TXFR,,,,,left_only
41014371,WRIGHT,23,D,TXFR,,,,,left_only
41013642,PEORIA,22,D,TXFR,,,,,left_only
41013655,OILFIELDS,22,D,TXFR,,,,,left_only
41013330,LOS OSITOS,23,D,TXFR,,,,,left_only
41012508,APPLE HILL,23,D,TXFR,,,,,left_only
41013641,PEORIA,22,D,TXFR,,,,,left_only
41014203,TRACY,23,D,TXFR,,,,,left_only
41012709,HAMMONDS,23,D,TXFR,,,,,left_only
41013644,PEORIA,32,D,TXFR,,,,,left_only
41132278,HAMILTON BRANCH,22,D,TXFR,,,,,left_only
41132280,HAMILTON BRANCH,22,D,TXFR,,,,,left_only
41132281,HAMILTON BRANCH,22,D,TXFR,,,,,left_only
41132279,HAMILTON BRANCH,22,D,TXFR,,,,,left_only
41011917,POINT PINOLE,23,D,TXFR,,,,,left_only
41012541,BAKERSFIELD,23,D,TXFR,,,,,left_only
41014956,BAKERSFIELD,23,D,TXFR,,,,,left_only
41014213,TRIMBLE,33,D,TXFR,,,,,left_only
41013976,RINCON,23,D,TXFR,,,,,left_only
41012934,EL DORADO PH,23,D,TXFR,,,,,left_only
41014064,SHINGLE SPRINGS,23,D,TXFR,,,,,left_only
41014214,ROSEDALE,23,D,TXFR,,,,,left_only
41014456,EL DORADO PH,23,D,TXFR,,,,,left_only
41012270,FROGTOWN,53,D,TXFR,,,,,left_only
41013963,TRACY,23,D,TXFR,,,,,left_only
41013140,HIGGINS,23,D,TXFR,,,,,left_only
41014616,SHINGLE SPRINGS,23,D,TXFR,,,,,left_only
41013952,APPLE HILL,23,D,TXFR,,,,,left_only
41013796,POSO MOUNTAIN,23,D,TXFR,,,,,left_only
41014917,JACOBS CORNER,23,D,TXFR,,,,,left_only
44898700,NARROWS,42,D,TXFR,,,,,left_only
44898704,NARROWS,22,D,TXFR,,,,,left_only
44898703,NARROWS,42,D,TXFR,,,,,left_only
44898702,NARROWS,22,D,TXFR,,,,,left_only
41013528,MOSHER,24,D,TXFR,,,,,left_only
41012173,SAN JOSE B,23,D,TXFR,,,,,left_only
41013906,STOCKTON A,23,D,TXFR,,,,,left_only
41013859,RIPON,23,D,TXFR,,,,,left_only
41012509,APPLE HILL,23,D,TXFR,,,,,left_only
41015295,DIAMOND SPRINGS,33,D,TXFR,,,,,left_only
41015297,PRUNEDALE,23,D,TXFR,,,,,left_only
41013741,PLACERVILLE,23,D,TXFR,,,,,left_only
41012605,BRITTON,13,D,TXFR,,,,,left_only
41015165,CAWELO B,13,D,TXFR,,,,,left_only
41012919,EAST STOCKTON,23,D,TXFR,,,,,left_only
41014963,TRIMBLE,23,D,TXFR,,,,,left_only
41012145,PEASE,23,D,TXFR,,,,,left_only
41013013,GARDNER,33,D,TXFR,,,,,left_only
41015104,BLACKWELL,23,D,TXFR,,,,,left_only
41011904,TWISSELMAN,23,D,TXFR,,,,,left_only
41015278,CUYAMA,13,D,TXFR,,,,,left_only
41015077,NEWARK DIST,44,D,TXFR,,,,,left_only
41014560,SAN MATEO,14,D,TXFR,,,,,left_only
41015078,NEWARK,14,D,TXFR,,,,,left_only
41012574,MEADOW LANE,23,D,TXFR,,,,,left_only
41012554,BELL,13,D,TXFR,,,,,left_only
41011923,FOOTHILL,23,D,TXFR,,,,,left_only
41013477,MILPITAS,23,D,TXFR,,,,,left_only
41013172,IGNACIO,53,D,TXFR,,,,,left_only
41012819,MILPITAS,23,D,TXFR,,,,,left_only
41012538,BAIR,23,D,TXFR,,,,,left_only
41014473,GREENBRAE,13,D,TXFR,,,,,left_only
41013079,GREENBRAE,13,D,TXFR,,,,,left_only
41013372,MARIPOSA,23,D,TXFR,,,,,left_only
41012052,FELLOWS,23,D,TXFR,,,,,left_only
41012055,FELLOWS,43,D,TXFR,,,,,left_only
41014503,MARIPOSA,23,D,TXFR,,,,,left_only
41014790,WATSONVILLE,23,D,TXFR,,,,,left_only
41013484,MONROE,43,D,TXFR,,,,,left_only
41014945,TEMBLOR,13,D,TXFR,,,,,left_only
41014072,SISQUOC,13,D,TXFR,,,,,left_only
41014714,SAN JOSE B,13,D,TXFR,,,,,left_only
41012561,BELLEVUE,23,D,TXFR,,,,,left_only
41014135,STOCKTON A,13,D,TXFR,,,,,left_only
41011929,SAN FRAN Z (EMBARCADERO),23,D,TXFR,,,,,left_only
41011975,EDENVALE,23,D,TXFR,,,,,left_only
41013922,CLAYTON,13,D,TXFR,,,,,left_only
41013562,COPPERMINE,13,D,TXFR,,,,,left_only
41014249,OROSI,23,D,TXFR,,,,,left_only
42717808,SAN JOAQUIN #3,23,D,TXFR,,,,,left_only
41015140,BUELLTON,23,D,TXFR,,,,,left_only
41013094,GUSTINE,43,D,TXFR,,,,,left_only
41014023,SAN RAMON,24,D,TXFR,,,,,left_only
42753655,MILPITAS,13,D,TXFR,,,,,left_only
41014856,AVENAL,33,D,TXFR,,,,,left_only
41013971,PURISIMA,13,D,TXFR,,,,,left_only
41014705,IONE,23,D,TXFR,,,,,left_only
41013351,MAGUNDEN,14,D,TXFR,,,,,left_only
41012344,KERN PP DIST,23,D,TXFR,,,,,left_only
41014414,BRUNSWICK,23,D,TXFR,,,,,left_only
41014724,MONTAGUE,23,D,TXFR,,,,,left_only
41013060,GOLDTREE,23,D,TXFR,,,,,left_only
41014770,SISQUOC,23,D,TXFR,,,,,left_only
41015139,BUELLTON,13,D,TXFR,,,,,left_only
41012202,GOOSE LAKE,13,D,TXFR,,,,,left_only
41014933,SANTA YNEZ,23,D,TXFR,,,,,left_only
41014267,VINEYARD,24,D,TXFR,,,,,left_only
41015049,WOODWARD,43,D,TXFR,,,,,left_only
41015052,WATSONVILLE,43,D,TXFR,,,,,left_only
41015082,ZACA,23,D,TXFR,,,,,left_only
41014582,TASSAJARA,14,D,TXFR,,,,,left_only
41014514,MORGAN HILL,23,D,TXFR,,,,,left_only
41014367,WOODLAND,13,D,TXFR,,,,,left_only
41012242,HARTER,13,D,TXFR,,,,,left_only
41013980,MIDWAY,23,D,TXFR,,,,,left_only
41012903,DOLAN ROAD,13,D,TXFR,,,,,left_only
41014062,SHARON,23,D,TXFR,,,,,left_only
41015053,BELLE HAVEN,13,D,TXFR,,,,,left_only
41014743,PINECREST,22,D,TXFR,,,,,left_only
41014678,DEL MAR,14,D,TXFR,,,,,left_only
41015006,VACAVILLE,23,D,TXFR,,,,,left_only
41014194,TEVIS,23,D,TXFR,,,,,left_only
41015081,BELLE HAVEN,13,D,TXFR,,,,,left_only
41014566,SILVERADO,13,D,TXFR,,,,,left_only
41013250,NORD,33,D,TXFR,,,,,left_only
41014233,EAST NICOLAUS,13,D,TXFR,,,,,left_only
41138817,COLUMBIA HILL,12,D,TXFR,,,,,left_only
41012839,COTTLE,24,D,TXFR,,,,,left_only
41014655,BARTON,43,D,TXFR,,,,,left_only
41013203,KELSO,13,D,TXFR,,,,,left_only
41012372,SAN CARLOS,13,D,TXFR,,,,,left_only
41012392,LOCKHEED #2,23,D,TXFR,,,,,left_only
41012987,FRENCH CAMP,13,D,TXFR,,,,,left_only
41012988,FRENCH CAMP,23,D,TXFR,,,,,left_only
41014197,TIDEWATER,14,D,TXFR,,,,,left_only
41012929,EIGHT MILE,13,D,TXFR,,,,,left_only
41012319,JAMESON,23,D,TXFR,,,,,left_only
41013509,MORGAN HILL,13,D,TXFR,,,,,left_only
41159717,PLUMAS,13,D,TXFR,,,,,left_only
41014916,JACALITOS,43,D,TXFR,,,,,left_only
