Equipment,Substation Name,"Reliability Risk Matrix (PoF,CoF)",line,type,Equipment Type,Date,Age,Failure Type,_merge
41012158,OLD RIVER,23,D,TXFR,,,,,left_only
41013100,MOUNTAIN VIEW,24,D,TXFR,,,,,left_only
41014370,WOODWARD,13,D,TXFR,,,,,left_only
41013363,MANTECA,23,D,TXFR,,,,,left_only
41012128,CLARKSVILLE,13,D,TXFR,,,,,left_only
41014801,DIXON LANDING,23,D,TXFR,,,,,left_only
41011986,CASTRO VALLEY,33,D,TXFR,,,,,left_only
41011948,TRIMBLE,23,D,TXFR,,,,,left_only
41011909,CAMPHORA,12,D,TXFR,,,,,left_only
41012795,MI WUK,13,D,TXFR,,,,,left_only
41012025,HICKS,14,D,TXFR,,,,,left_only
41012288,FIGARDEN,24,D,TXFR,,,,,left_only
41012208,STOCKDALE,24,D,TXFR,,,,,left_only
41012198,VACAVILLE,23,D,TXFR,,,,,left_only
41012199,CLARKSVILLE,13,D,TXFR,,,,,left_only
41012155,BRUNSWICK,13,D,TXFR,,,,,left_only
41012241,SOBRANTE,13,D,TXFR,,,,,left_only
41012214,BORDEN,53,D,TXFR,,,,,left_only
41012117,TRIMBLE,13,D,TXFR,,,,,left_only
41012192,LAS PALMAS,13,D,TXFR,,,,,left_only
41012009,SAN JOSE A,13,D,TXFR,,,,,left_only
41012962,CABRILLO,23,D,TXFR,,,,,left_only
41012228,AUBERRY,13,D,TXFR,,,,,left_only
41013582,PIT #1 PH,13,D,TXFR,,,,,left_only
41012253,AUBERRY,13,D,TXFR,,,,,left_only
41012166,VINEYARD,24,D,TXFR,,,,,left_only
41013338,BAKERSFIELD,14,D,TXFR,,,,,left_only
41012287,FIGARDEN,24,D,TXFR,,,,,left_only
41012592,SALINAS,24,D,TXFR,,,,,left_only
41012691,VIEJO,54,D,TXFR,,,,,left_only
41012164,CONTRA COSTA,34,D,TXFR,,,,,left_only
41012167,TASSAJARA,14,D,TXFR,,,,,left_only
41012212,PAUL SWEET,24,D,TXFR,,,,,left_only
41012841,EL PATIO,14,D,TXFR,,,,,left_only
41012236,EVERGREEN,14,D,TXFR,,,,,left_only
41012967,DAVIS,14,D,TXFR,,,,,left_only
41012434,SAN FRAN K,14,D,TXFR,,,,,left_only
41013287,VASONA,23,D,TXFR,,,,,left_only
41012969,DAVIS,13,D,TXFR,,,,,left_only
41012191,FREMONT,13,D,TXFR,,,,,left_only
41012251,BELMONT,23,D,TXFR,,,,,left_only
41012381,MT. EDEN,13,D,TXFR,,,,,left_only
41012562,RENFRO,23,D,TXFR,,,,,left_only
41012529,MORGAN HILL,13,D,TXFR,,,,,left_only
41123445,EVERGREEN,23,D,TXFR,,,,,left_only
41012427,SAN LUIS OBISPO,43,D,TXFR,,,,,left_only
41012559,VIERRA,23,D,TXFR,,,,,left_only
41012352,FULTON,23,D,TXFR,,,,,left_only
41012693,CLOVIS,23,D,TXFR,,,,,left_only
41012256,FULTON,13,D,TXFR,,,,,left_only
41165884,CAYETANO,13,D,TXFR,,,,,left_only
41135837,CAMP EVERS,13,D,TXFR,,,,,left_only
41013491,REDWOOD CITY,13,D,TXFR,,,,,left_only
41012168,MILPITAS,23,D,TXFR,,,,,left_only
41012254,FREMONT,23,D,TXFR,,,,,left_only
41012289,WEBER,13,D,TXFR,,,,,left_only
41012468,MERCED,13,D,TXFR,,,,,left_only
41012433,SAN FRAN K,23,D,TXFR,,,,,left_only
41012494,HORSESHOE,13,D,TXFR,,,,,left_only
41012292,MONROE,13,D,TXFR,,,,,left_only
41088869,MANTECA,23,D,TXFR,,,,,left_only
41012404,RIVER OAKS,13,D,TXFR,,,,,left_only
41012203,BUTTE,13,D,TXFR,,,,,left_only
41012169,DIXON LANDING,13,D,TXFR,,,,,left_only
41220081,BRUNSWICK,23,D,TXFR,,,,,left_only
41012921,HIGHLANDS,13,D,TXFR,,,,,left_only
41013469,FMC,23,D,TXFR,,,,,left_only
41012436,HARTER,23,D,TXFR,,,,,left_only
41012156,WEST SACRAMENTO,23,D,TXFR,,,,,left_only
41012426,LINCOLN,13,D,TXFR,,,,,left_only
41012207,FAMOSO,23,D,TXFR,,,,,left_only
41014291,WELLFIELD,23,D,TXFR,,,,,left_only
41013391,ROCKLIN,13,D,TXFR,,,,,left_only
41013935,OREGON TRAIL,13,D,TXFR,,,,,left_only
41012380,SAN CARLOS,23,D,TXFR,,,,,left_only
41012255,MONROE,13,D,TXFR,,,,,left_only
41012461,COARSEGOLD,23,D,TXFR,,,,,left_only
41013342,ORLAND B,13,D,TXFR,,,,,left_only
41012215,MIDDLETOWN,23,D,TXFR,,,,,left_only
41138804,BANGOR,23,D,TXFR,,,,,left_only
41012649,PLUMAS,13,D,TXFR,,,,,left_only
41012926,NEWHALL,13,D,TXFR,,,,,left_only
41012147,WILLIAMS,12,D,TXFR,,,,,left_only
41012690,LOYOLA,13,D,TXFR,,,,,left_only
41013625,TRINIDAD,12,D,TXFR,,,,,left_only
41013623,TRINIDAD,12,D,TXFR,,,,,left_only
41013624,TRINIDAD,12,D,TXFR,,,,,left_only
41013626,TRINIDAD,12,D,TXFR,,,,,left_only
41012218,HOPLAND,22,D,TXFR,,,,,left_only
41012219,HOPLAND,22,D,TXFR,,,,,left_only
41012220,HOPLAND,12,D,TXFR,,,,,left_only
41012385,JARVIS,24,D,TXFR,,,,,left_only
41012457,SANTA ROSA A,14,D,TXFR,,,,,left_only
41012975,SAN LUIS OBISPO,14,D,TXFR,,,,,left_only
41106467,IGNACIO,13,D,TXFR,,,,,left_only
41012857,MILPITAS,13,D,TXFR,,,,,left_only
41012766,BELL,13,D,TXFR,,,,,left_only
41012432,RESEARCH,13,D,TXFR,,,,,left_only
41013485,MOLINO,13,D,TXFR,,,,,left_only
41012683,CLOVIS,23,D,TXFR,,,,,left_only
41012558,RENFRO,13,D,TXFR,,,,,left_only
41012471,LAS POSITAS,13,D,TXFR,,,,,left_only
41012514,EDENVALE,13,D,TXFR,,,,,left_only
41013124,DUMBARTON,23,D,TXFR,,,,,left_only
41012454,WOODWARD,13,D,TXFR,,,,,left_only
41012422,PARKWAY,13,D,TXFR,,,,,left_only
41012643,BAY MEADOWS,23,D,TXFR,,,,,left_only
41013188,STAGG,23,D,TXFR,,,,,left_only
41012405,EAST GRAND,13,D,TXFR,,,,,left_only
41012787,REEDLEY,13,D,TXFR,,,,,left_only
41013382,CORONA,13,D,TXFR,,,,,left_only
41012095,OAKLAND C,13,D,TXFR,,,,,left_only
41012418,PLACERVILLE,23,D,TXFR,,,,,left_only
41012748,WAHTOKE,23,D,TXFR,,,,,left_only
41012408,RIVER OAKS,23,D,TXFR,,,,,left_only
41014041,BASALT,13,D,TXFR,,,,,left_only
41013516,PASO ROBLES,13,D,TXFR,,,,,left_only
41013038,LOS GATOS,13,D,TXFR,,,,,left_only
41013146,OROVILLE,53,D,TXFR,,,,,left_only
41012423,NOVATO,13,D,TXFR,,,,,left_only
41013239,LAWNDALE,23,D,TXFR,,,,,left_only
41159718,VASCO,13,D,TXFR,,,,,left_only
41013238,LAWNDALE,43,D,TXFR,,,,,left_only
41012979,LOS GATOS,13,D,TXFR,,,,,left_only
41013276,YOSEMITE PARK,23,D,TXFR,,,,,left_only
41013475,MONTE RIO,13,D,TXFR,,,,,left_only
41013171,BEAR VALLEY,13,D,TXFR,,,,,left_only
41013328,DOS PALOS,23,D,TXFR,,,,,left_only
41012411,CORRAL,13,D,TXFR,,,,,left_only
41013035,GANSNER,13,D,TXFR,,,,,left_only
41013970,COLUSA JUNCT,13,D,TXFR,,,,,left_only
41013039,ELK HILLS,13,D,TXFR,,,,,left_only
41013069,SUNOL,13,D,TXFR,,,,,left_only
41012978,LOYOLA,23,D,TXFR,,,,,left_only
41012974,LOYOLA,12,D,TXFR,,,,,left_only
41012977,LOYOLA,12,D,TXFR,,,,,left_only
41012684,ENCINAL,22,D,TXFR,,,,,left_only
41012685,ENCINAL,22,D,TXFR,,,,,left_only
41012688,ENCINAL,12,D,TXFR,,,,,left_only
41012686,ENCINAL,12,D,TXFR,,,,,left_only
41013347,CALISTOGA,12,D,TXFR,,,,,left_only
41013346,CALISTOGA,22,D,TXFR,,,,,left_only
41013344,CALISTOGA,12,D,TXFR,,,,,left_only
41013345,CALISTOGA,22,D,TXFR,,,,,left_only
41012698,LODI,22,D,TXFR,,,,,left_only
41012700,LODI,32,D,TXFR,,,,,left_only
41012699,LODI,12,D,TXFR,,,,,left_only
41012697,LODI,22,D,TXFR,,,,,left_only
41012759,SALMON CREEK,12,D,TXFR,,,,,left_only
41012757,SALMON CREEK,12,D,TXFR,,,,,left_only
41012760,SALMON CREEK,12,D,TXFR,,,,,left_only
41012758,SALMON CREEK,12,D,TXFR,,,,,left_only
41013580,NEWMAN,12,D,TXFR,,,,,left_only
41013583,NEWMAN,12,D,TXFR,,,,,left_only
41013581,NEWMAN,12,D,TXFR,,,,,left_only
41013584,NEWMAN,12,D,TXFR,,,,,left_only
41012428,CLARK ROAD,12,D,TXFR,,,,,left_only
41012431,CLARK ROAD,12,D,TXFR,,,,,left_only
41012429,CLARK ROAD,12,D,TXFR,,,,,left_only
41012430,CLARK ROAD,12,D,TXFR,,,,,left_only
41013936,MCKEE,14,D,TXFR,,,,,left_only
41013843,EL PATIO,13,D,TXFR,,,,,left_only
41015317,STOREY,13,D,TXFR,,,,,left_only
41113994,HOLLISTER,13,D,TXFR,,,,,left_only
41014455,EL CAPITAN,13,D,TXFR,,,,,left_only
41013599,FRANKLIN,13,D,TXFR,,,,,left_only
41013932,SAN JOSE B,53,D,TXFR,,,,,left_only
41014122,EDES,23,D,TXFR,,,,,left_only
41013753,KERN OIL,13,D,TXFR,,,,,left_only
41088022,NORTECH,23,D,TXFR,,,,,left_only
41013921,ALHAMBRA,13,D,TXFR,,,,,left_only
41083659,HARRIS,13,D,TXFR,,,,,left_only
41013735,CARNERAS,23,D,TXFR,,,,,left_only
41088873,CHESTER,23,D,TXFR,,,,,left_only
41013517,PASO ROBLES,23,D,TXFR,,,,,left_only
41013355,PINE GROVE,13,D,TXFR,,,,,left_only
41130147,EUREKA A,23,D,TXFR,,,,,left_only
41169020,RANCHERS COTTON,23,D,TXFR,,,,,left_only
41199082,22nd AVENUE,13,D,TXFR,,,,,left_only
41012920,EAST STOCKTON,13,D,TXFR,,,,,left_only
41014028,DESCHUTES,23,D,TXFR,,,,,left_only
41013490,SAN JOAQUIN,23,D,TXFR,,,,,left_only
41013962,WESTLEY,23,D,TXFR,,,,,left_only
41013213,EMERALD LAKE,23,D,TXFR,,,,,left_only
41013631,DAYTON ROAD,22,D,TXFR,,,,,left_only
41013499,DUNBAR,23,D,TXFR,,,,,left_only
41013500,DUNBAR,23,D,TXFR,,,,,left_only
41013502,DUNBAR,13,D,TXFR,,,,,left_only
41013501,DUNBAR,23,D,TXFR,,,,,left_only
41013685,DRUM PH #1,12,D,TXFR,,,,,left_only
41013684,DRUM PH #1,12,D,TXFR,,,,,left_only
41013686,DRUM PH #1,12,D,TXFR,,,,,left_only
41203051,SARATOGA,14,D,TXFR,,,,,left_only
42677407,TEMPLETON,24,D,TXFR,,,,,left_only
41013965,LAKEWOOD,24,D,TXFR,,,,,left_only
41111141,EL PATIO,14,D,TXFR,,,,,left_only
41089371,SWIFT,13,D,TXFR,,,,,left_only
41013977,CLAYTON,33,D,TXFR,,,,,left_only
41210449,CURTIS,23,D,TXFR,,,,,left_only
41087897,STOREY,23,D,TXFR,,,,,left_only
41109079,WOLFE,13,D,TXFR,,,,,left_only
41013979,OAKLAND C ,43,D,TXFR,,,,,left_only
41152390,WEST SACRAMENTO,13,D,TXFR,,,,,left_only
41109094,PINEDALE,13,D,TXFR,,,,,left_only
41088020,PINEDALE,23,D,TXFR,,,,,left_only
41013964,MOSHER,13,D,TXFR,,,,,left_only
41013959,PARADISE,23,D,TXFR,,,,,left_only
41014045,EAST GRAND,23,D,TXFR,,,,,left_only
41013961,CANAL,23,D,TXFR,,,,,left_only
41113644,CORNING,13,D,TXFR,,,,,left_only
41189052,TRIMBLE,43,D,TXFR,,,,,left_only
41013934,CMC,23,D,TXFR,,,,,left_only
41013968,MT. QUARRIES,13,D,TXFR,,,,,left_only
41013894,SAN FRAN J,13,D,TXFR,,,,,left_only
41013957,COALINGA #1,13,D,TXFR,,,,,left_only
41100953,GLENWOOD,13,D,TXFR,,,,,left_only
41013944,BONITA,23,D,TXFR,,,,,left_only
41013893,SAN FRAN J,13,D,TXFR,,,,,left_only
41122169,GEYSERVILLE,23,D,TXFR,,,,,left_only
41013992,OAKLAND D,13,D,TXFR,,,,,left_only
42626838,LONETREE,14,D,TXFR,,,,,left_only
42689627,MCMULLIN,14,D,TXFR,,,,,left_only
41103077,VINEYARD,24,D,TXFR,,,,,left_only
41109980,STAGG,14,D,TXFR,,,,,left_only
41155816,SAN RAMON,24,D,TXFR,,,,,left_only
41101685,EMBARCADERO,24,D,TXFR,,,,,left_only
41195076,HICKS,14,D,TXFR,,,,,left_only
41103878,SANTA ROSA A,14,D,TXFR,,,,,left_only
41120700,DALY CITY,24,D,TXFR,,,,,left_only
41116175,SAN JOSE B,14,D,TXFR,,,,,left_only
41130189,HICKS,14,D,TXFR,,,,,left_only
41101686,EMBARCADERO,23,D,TXFR,,,,,left_only
41176801,BULLARD,23,D,TXFR,,,,,left_only
41368207,VASONA,13,D,TXFR,,,,,left_only
41114895,EDES,23,D,TXFR,,,,,left_only
41089360,PLEASANT GROVE,13,D,TXFR,,,,,left_only
41365038,MAGUNDEN,13,D,TXFR,,,,,left_only
41130506,MILPITAS,43,D,TXFR,,,,,left_only
41128136,OAKLAND L,13,D,TXFR,,,,,left_only
41184728,KINGSBURG,13,D,TXFR,,,,,left_only
41173745,COTTONWOOD,13,D,TXFR,,,,,left_only
42615546,MCDONALD-MCDONALDISLAND,23,D,TXFR,,,,,left_only
45274076,COLUMBUS,13,D,TXFR,,,,,left_only
41169025,HARDWICK,13,D,TXFR,,,,,left_only
41138802,CHANNEL,13,D,TXFR,,,,,left_only
41128691,TIVY VALLEY,13,D,TXFR,,,,,left_only
41169107,EL NIDO,13,D,TXFR,,,,,left_only
41161297,GONZALES,13,D,TXFR,,,,,left_only
41126466,MORAGA,14,D,TXFR,,,,,left_only
41152367,DAVIS,14,D,TXFR,,,,,left_only
41153210,KINGSBURG,23,D,TXFR,,,,,left_only
41127133,SANGER,23,D,TXFR,,,,,left_only
41189498,STELLING,13,D,TXFR,,,,,left_only
41209254,ATASCADERO,53,D,TXFR,,,,,left_only
41131755,WEST LANE,23,D,TXFR,,,,,left_only
41167598,CAL WATER,23,D,TXFR,,,,,left_only
41119858,PARADISE,13,D,TXFR,,,,,left_only
41169027,CORCORAN,13,D,TXFR,,,,,left_only
41156972,BERKELEY F,13,D,TXFR,,,,,left_only
41157390,BERKELEY F,13,D,TXFR,,,,,left_only
41123629,TEJON,13,D,TXFR,,,,,left_only
41144937,GIRVAN,43,D,TXFR,,,,,left_only
41164982,ELECTRA,13,D,TXFR,,,,,left_only
41180099,ROUGH & READY,23,D,TXFR,,,,,left_only
41169088,OLETA,13,D,TXFR,,,,,left_only
44739512,HATTON,13,D,TXFR,,,,,left_only
41135766,HATTON,13,D,TXFR,,,,,left_only
41135767,HATTON,13,D,TXFR,,,,,left_only
41135765,HATTON,13,D,TXFR,,,,,left_only
41146728,MILLBRAE,12,D,TXFR,,,,,left_only
41146726,MILLBRAE,12,D,TXFR,,,,,left_only
41146727,MILLBRAE,12,D,TXFR,,,,,left_only
41146725,MILLBRAE,12,D,TXFR,,,,,left_only
41142534,MCARTHUR,12,D,TXFR,,,,,left_only
41142533,MCARTHUR,12,D,TXFR,,,,,left_only
41142530,MCARTHUR,12,D,TXFR,,,,,left_only
41142532,MCARTHUR,12,D,TXFR,,,,,left_only
41172059,SAN RAMON,24,D,TXFR,,,,,left_only
41207392,EDENVALE,24,D,TXFR,,,,,left_only
41327468,MOUNTAIN VIEW,23,D,TXFR,,,,,left_only
41215842,DEL MONTE,13,D,TXFR,,,,,left_only
41176251,CLOVIS,13,D,TXFR,,,,,left_only
41176253,BOGUE,23,D,TXFR,,,,,left_only
41167573,GRANT,13,D,TXFR,,,,,left_only
41176918,LAMMERS,13,D,TXFR,,,,,left_only
41210105,FAIRWAY,13,D,TXFR,,,,,left_only
41167578,MONTAGUE,23,D,TXFR,,,,,left_only
41195173,MENLO,23,D,TXFR,,,,,left_only
41330084,MORMON,23,D,TXFR,,,,,left_only
41186681,BURLINGAME,13,D,TXFR,,,,,left_only
41186679,BURLINGAME,13,D,TXFR,,,,,left_only
41323005,TAFT,13,D,TXFR,,,,,left_only
41359899,CARNATION,13,D,TXFR,,,,,left_only
41186680,BURLINGAME,13,D,TXFR,,,,,left_only
41013916,PALO SECO,13,D,TXFR,,,,,left_only
41216309,DEL MONTE,13,D,TXFR,,,,,left_only
41200156,MADISON,13,D,TXFR,,,,,left_only
41197460,FAIRHAVEN,13,D,TXFR,,,,,left_only
41176895,SAUSALITO,13,D,TXFR,,,,,left_only
41176894,SAUSALITO,13,D,TXFR,,,,,left_only
45652584,CHICO A,13,D,TXFR,,,,,left_only
42707090,MARTELL,22,D,TXFR,,,,,left_only
41186614,TEMBLOR,12,D,TXFR,,,,,left_only
41194272,LAGUNITAS,12,D,TXFR,,,,,left_only
41194274,LAGUNITAS,12,D,TXFR,,,,,left_only
41194273,LAGUNITAS,12,D,TXFR,,,,,left_only
41186608,TEMBLOR,12,D,TXFR,,,,,left_only
41186611,TEMBLOR,12,D,TXFR,,,,,left_only
41186612,TEMBLOR,12,D,TXFR,,,,,left_only
46040104,ROCKLIN,12,D,TXFR,,,,,left_only
41180092,PHILO,12,D,TXFR,,,,,left_only
41173740,CEDAR CREEK,12,D,TXFR,,,,,left_only
41173739,CEDAR CREEK,12,D,TXFR,,,,,left_only
41173738,CEDAR CREEK,12,D,TXFR,,,,,left_only
41173737,CEDAR CREEK,12,D,TXFR,,,,,left_only
41217335,MIDDLE RIVER,11,D,TXFR,,,,,left_only
41360041,MAGUNDEN,23,D,TXFR,,,,,left_only
41218545,WYANDOTTE,13,D,TXFR,,,,,left_only
41203501,CAMP EVERS,13,D,TXFR,,,,,left_only
41204608,CALIFORNIA AVE,13,D,TXFR,,,,,left_only
41234312,CALIFORNIA AVE,13,D,TXFR,,,,,left_only
41234271,HIGHWAY,13,D,TXFR,,,,,left_only
41364676,DEEPWATER,13,D,TXFR,,,,,left_only
41201740,LINCOLN,13,D,TXFR,,,,,left_only
41211277,CANAL,23,D,TXFR,,,,,left_only
41217328,HAMMER,13,D,TXFR,,,,,left_only
41176882,OLIVEHURST,13,D,TXFR,,,,,left_only
41373021,MENDOTA,23,D,TXFR,,,,,left_only
41219031,MARYSVILLE,13,D,TXFR,,,,,left_only
41343865,SCHINDLER,13,D,TXFR,,,,,left_only
41187330,FITCH MOUNTAIN,13,D,TXFR,,,,,left_only
41336763,CAYUCOS,13,D,TXFR,,,,,left_only
41235172,NORIEGA,23,D,TXFR,,,,,left_only
41219100,FAIRMOUNT,23,D,TXFR,,,,,left_only
41219012,CONCORD,13,D,TXFR,,,,,left_only
41304027,BARRETT,13,D,TXFR,,,,,left_only
41219011,CONCORD,13,D,TXFR,,,,,left_only
41015886,ACTON,13,D,TXFR,,,,,left_only
41191659,GLENWOOD,13,D,TXFR,,,,,left_only
41180110,CLAYTON,23,D,TXFR,,,,,left_only
41336504,CAYUCOS,13,D,TXFR,,,,,left_only
41215839,TWISSELMAN,23,D,TXFR,,,,,left_only
41176896,SAUSALITO,13,D,TXFR,,,,,left_only
41176893,SAUSALITO,13,D,TXFR,,,,,left_only
41220659,CHICO A,33,D,TXFR,,,,,left_only
41220658,CHICO A,13,D,TXFR,,,,,left_only
41220657,CHICO A,13,D,TXFR,,,,,left_only
41202575,MIDDLETOWN,12,D,TXFR,,,,,left_only
41202576,MIDDLETOWN,12,D,TXFR,,,,,left_only
41202577,MIDDLETOWN,12,D,TXFR,,,,,left_only
41202574,MIDDLETOWN,12,D,TXFR,,,,,left_only
41220120,LOS MOLINOS,12,D,TXFR,,,,,left_only
41223557,LOS MOLINOS,22,D,TXFR,,,,,left_only
41219127,LOS MOLINOS,12,D,TXFR,,,,,left_only
41219106,LOS MOLINOS,12,D,TXFR,,,,,left_only
41197151,AUBURN,12,D,TXFR,,,,,left_only
41194268,SAND CREEK,12,D,TXFR,,,,,left_only
41194271,SAND CREEK,12,D,TXFR,,,,,left_only
41194270,SAND CREEK,12,D,TXFR,,,,,left_only
41194269,SAND CREEK,12,D,TXFR,,,,,left_only
41201442,SUMMIT,12,D,TXFR,,,,,left_only
41201440,SUMMIT,12,D,TXFR,,,,,left_only
41201441,SUMMIT,12,D,TXFR,,,,,left_only
41201017,SUMMIT,12,D,TXFR,,,,,left_only
41220656,ARVIN,12,D,TXFR,,,,,left_only
41220654,ARVIN,12,D,TXFR,,,,,left_only
41220653,ARVIN,12,D,TXFR,,,,,left_only
41220655,ARVIN,12,D,TXFR,,,,,left_only
41217334,MIDDLE RIVER,11,D,TXFR,,,,,left_only
41217332,MIDDLE RIVER,21,D,TXFR,,,,,left_only
41217333,MIDDLE RIVER,21,D,TXFR,,,,,left_only
41223545,MCCALL,14,D,TXFR,,,,,left_only
41235910,SANTA ROSA A,14,D,TXFR,,,,,left_only
41224359,KERN PP DIST,13,D,TXFR,,,,,left_only
41332593,KIRKER,13,D,TXFR,,,,,left_only
41218148,NOTRE DAME,23,D,TXFR,,,,,left_only
41361681,COARSEGOLD,13,D,TXFR,,,,,left_only
41335712,LEMOORE,13,D,TXFR,,,,,left_only
41365036,PEORIA,13,D,TXFR,,,,,left_only
41324948,REDWOOD CITY,13,D,TXFR,,,,,left_only
41360116,WEEDPATCH,13,D,TXFR,,,,,left_only
41359871,RED BLUFF,13,D,TXFR,,,,,left_only
41366375,MENLO,13,D,TXFR,,,,,left_only
41223552,DAIRYLAND,13,D,TXFR,,,,,left_only
41218480,HARTLEY,13,D,TXFR,,,,,left_only
41236357,LIVE OAK,13,D,TXFR,,,,,left_only
41236355,TRES VIAS,13,D,TXFR,,,,,left_only
41332471,SANTA NELLA,13,D,TXFR,,,,,left_only
41236343,JACINTO,13,D,TXFR,,,,,left_only
41223547,EL PECO,53,D,TXFR,,,,,left_only
42623760,ARBUCKLE,13,D,TXFR,,,,,left_only
41328319,TWISSELMAN,13,D,TXFR,,,,,left_only
41339150,ELK,22,D,TXFR,,,,,left_only
41339155,ELK,12,D,TXFR,,,,,left_only
41339149,ELK,22,D,TXFR,,,,,left_only
41339151,ELK,22,D,TXFR,,,,,left_only
42703368,STROUD,21,D,TXFR,,,,,left_only
42703367,STROUD,11,D,TXFR,,,,,left_only
42703365,STROUD,11,D,TXFR,,,,,left_only
41374121,PIKE CITY,11,D,TXFR,,,,,left_only
41374118,PIKE CITY,21,D,TXFR,,,,,left_only
41374119,PIKE CITY,21,D,TXFR,,,,,left_only
41374120,PIKE CITY,21,D,TXFR,,,,,left_only
42710823,SAN FRAN H (MARTIN),14,D,TXFR,,,,,left_only
41335661,BARTON,14,D,TXFR,,,,,left_only
42549662,NARROWS,24,D,TXFR,,,,,left_only
41238635,MONROE,14,D,TXFR,,,,,left_only
41238380,NORTH DUBLIN,14,D,TXFR,,,,,left_only
41339026,LOS OSITOS,23,D,TXFR,,,,,left_only
41370339,ATWATER,23,D,TXFR,,,,,left_only
41372989,PETALUMA C,13,D,TXFR,,,,,left_only
41326380,PLEASANT GROVE,53,D,TXFR,,,,,left_only
42688520,RENFRO,13,D,TXFR,,,,,left_only
41370409,SHINGLE SPRINGS,13,D,TXFR,,,,,left_only
41327381,DIAMOND SPRINGS,23,D,TXFR,,,,,left_only
41331566,CLARKSVILLE,23,D,TXFR,,,,,left_only
41366058,WOODLAND,13,D,TXFR,,,,,left_only
42596489,HIGGINS,23,D,TXFR,,,,,left_only
42737489,WEBER,13,D,TXFR,,,,,left_only
42625948,WESTPARK,23,D,TXFR,,,,,left_only
41368005,WAHTOKE,13,D,TXFR,,,,,left_only
41347482,SAN FRAN L,13,D,TXFR,,,,,left_only
41326841,SAN FRAN G,13,D,TXFR,,,,,left_only
41326843,SAN FRAN G,13,D,TXFR,,,,,left_only
41364776,SAN MIGUEL,23,D,TXFR,,,,,left_only
42622738,DIXON,13,D,TXFR,,,,,left_only
42618093,LAMONT,23,D,TXFR,,,,,left_only
41365571,CORRAL,23,D,TXFR,,,,,left_only
41341946,FIREBAUGH,13,D,TXFR,,,,,left_only
41362825,KERMAN,13,D,TXFR,,,,,left_only
42596359,WHEATLAND,13,D,TXFR,,,,,left_only
41360628,PRUNEDALE,23,D,TXFR,,,,,left_only
41340842,NORIEGA,13,D,TXFR,,,,,left_only
41347481,SAN FRAN L,13,D,TXFR,,,,,left_only
41373389,LAS PULGAS,13,D,TXFR,,,,,left_only
41372421,LAS PULGAS,13,D,TXFR,,,,,left_only
41365578,JACOBS CORNER,23,D,TXFR,,,,,left_only
41346332,ANTLER,12,D,TXFR,,,,,left_only
41346329,ANTLER,12,D,TXFR,,,,,left_only
41346331,ANTLER,12,D,TXFR,,,,,left_only
41346330,ANTLER,12,D,TXFR,,,,,left_only
41327965,RISING RIVER,12,D,TXFR,,,,,left_only
41327968,RISING RIVER,12,D,TXFR,,,,,left_only
41327964,RISING RIVER,12,D,TXFR,,,,,left_only
41327966,RISING RIVER,12,D,TXFR,,,,,left_only
42570160,LARKIN,14,D,TXFR,,,,,left_only
42624453,PANAMA,14,D,TXFR,,,,,left_only
42567816,DEL MAR,14,D,TXFR,,,,,left_only
41364872,PENRYN,14,D,TXFR,,,,,left_only
42677463,STAGG,24,D,TXFR,,,,,left_only
42553632,SAN FRAN H (MARTIN),24,D,TXFR,,,,,left_only
42683919,BRENTWOOD,14,D,TXFR,,,,,left_only
42666805,OAKLAND J,44,D,TXFR,,,,,left_only
42690938,BRENTWOOD,14,D,TXFR,,,,,left_only
42568092,BAY MEADOWS,24,D,TXFR,,,,,left_only
42563278,MT. EDEN,14,D,TXFR,,,,,left_only
42549364,GRANT,14,D,TXFR,,,,,left_only
42615185,SAN RAMON,14,D,TXFR,,,,,left_only
42704626,LAKEWOOD,14,D,TXFR,,,,,left_only
42568508,STONE,24,D,TXFR,,,,,left_only
42596870,NORTH TOWER,43,D,TXFR,,,,,left_only
41368058,AIRWAYS,13,D,TXFR,,,,,left_only
42561948,MERCED,13,D,TXFR,,,,,left_only
42553767,MANCHESTER,13,D,TXFR,,,,,left_only
42553773,MANCHESTER,13,D,TXFR,,,,,left_only
42568878,PINEDALE,13,D,TXFR,,,,,left_only
42632793,TEVIS,13,D,TXFR,,,,,left_only
42553765,MANCHESTER,13,D,TXFR,,,,,left_only
41015146,WILLOW PASS,23,D,TXFR,,,,,left_only
41367440,LAMMERS,13,D,TXFR,,,,,left_only
42604373,MALAGA,13,D,TXFR,,,,,left_only
42615561,MCDONALD-MCDONALDISLAND,13,D,TXFR,,,,,left_only
42612077,LOS ALTOS,13,D,TXFR,,,,,left_only
42747145,SAN BENITO,13,D,TXFR,,,,,left_only
42641898,DINUBA,23,D,TXFR,,,,,left_only
42560401,HARRIS,23,D,TXFR,,,,,left_only
42560907,MONTE RIO,13,D,TXFR,,,,,left_only
41351277,BUENA VISTA,13,D,TXFR,,,,,left_only
42579730,LUCERNE,13,D,TXFR,,,,,left_only
42838668,SMYRNA,13,D,TXFR,,,,,left_only
42566495,WILLIAMS,13,D,TXFR,,,,,left_only
42594840,CHICO A,13,D,TXFR,,,,,left_only
42569331,GARBERVILLE,12,D,TXFR,,,,,left_only
42569332,GARBERVILLE,12,D,TXFR,,,,,left_only
42569328,GARBERVILLE,12,D,TXFR,,,,,left_only
42569330,GARBERVILLE,12,D,TXFR,,,,,left_only
