Equipment,Substation Name,"Reliability Risk Matrix (PoF,CoF)",line,type,Equipment Type,Date,Age,Failure Type,_merge
45249540,MCKEE SUB,23,D,BRKR,,,,,left_only
42758995,CONTRA COSTA SUB,23,D,BRKR,,,,,left_only
45261443,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
45035103,BELLEVUE SUB,13,D,BRKR,,,,,left_only
42596269,DEL MAR SUB,23,D,BRKR,,,,,left_only
42711862,FRANKLIN SUB,23,D,BRKR,,,,,left_only
42758999,CONTRA COSTA SUB,23,D,BRKR,,,,,left_only
44216809,LAKEWOOD SUB,23,D,BRKR,,,,,left_only
45488333,ALTO SUB,13,D,BRKR,,,,,left_only
42573570,LLAGAS SUB,23,D,BRKR,,,,,left_only
42751892,HALF MOON BAY SUB,23,D,BRKR,,,,,left_only
45189514,APPLE HILL SUB,13,D,BRKR,,,,,left_only
42596271,DEL MAR SUB,23,D,BRKR,,,,,left_only
44310665,VINEYARD SUB,23,D,BRKR,,,,,left_only
42737540,PEABODY SUB,23,D,BRKR,,,,,left_only
42672302,BRENTWOOD SUB,23,D,BRKR,,,,,left_only
45003761,CONTRA COSTA SUB,13,D,BRKR,,,,,left_only
44666383,RINCON SUB,23,D,BRKR,,,,,left_only
44656041,LOGAN CREEK SUB,13,D,BRKR,,,,,left_only
42744386,PEABODY SUB,23,D,BRKR,,,,,left_only
45569657,STOCKDALE SUB,13,D,BRKR,,,,,left_only
42828546,BAKERSFIELD SUB,23,D,BRKR,,,,,left_only
43227484,CLAYTON SUB,23,D,BRKR,,,,,left_only
44326794,BAY MEADOWS SUB,23,D,BRKR,,,,,left_only
45374767,PEABODY SUB,13,D,BRKR,,,,,left_only
45619459,HICKS SUB,13,D,BRKR,,,,,left_only
45661633,STOCKDALE SUB,13,D,BRKR,,,,,left_only
45693720,BRENTWOOD SUB,13,D,BRKR,,,,,left_only
42759968,SANTA MARIA SUB,23,D,BRKR,,,,,left_only
44635533,COTTLE SUB,13,D,BRKR,,,,,left_only
42617472,LAS POSITAS SUB,23,D,BRKR,,,,,left_only
43240431,POSO MTN SUB,23,D,BRKR,,,,,left_only
43592422,EL CAPITAN SUB,23,D,BRKR,,,,,left_only
42680767,ALTO SUB,23,D,BRKR,,,,,left_only
44728490,CAMP EVERS SUB,13,D,BRKR,,,,,left_only
42628006,FIGARDEN SUB,23,D,BRKR,,,,,left_only
42628004,GATES SUB,23,D,BRKR,,,,,left_only
45300763,BELLE HAVEN SUB,13,D,BRKR,,,,,left_only
42830021,GATES SUB,23,D,BRKR,,,,,left_only
42553248,SHINGLE SPRINGS SUB,23,D,BRKR,,,,,left_only
42728681,VACA DIXON SUB,23,D,BRKR,,,,,left_only
42628002,GATES SUB,23,D,BRKR,,,,,left_only
42628000,GATES SUB,33,D,BRKR,,,,,left_only
42830019,GATES SUB,23,D,BRKR,,,,,left_only
42750606,DIVIDE SUB,23,D,BRKR,,,,,left_only
42830023,GATES SUB,23,D,BRKR,,,,,left_only
42713511,POINT PINOLE SUB,23,D,BRKR,,,,,left_only
42645713,GRAND ISLAND SUB,23,D,BRKR,,,,,left_only
42626738,EIGHT MILE SUB,23,D,BRKR,,,,,left_only
41365587,WILLOW PASS SUB,23,D,BRKR,,,,,left_only
42685086,FIGARDEN SUB,23,D,BRKR,,,,,left_only
42685107,FIGARDEN SUB,23,D,BRKR,,,,,left_only
45324493,LAS GALLINAS A SUB,13,D,BRKR,,,,,left_only
42760115,SAN FRAN P(HUNTERS POINT) SUB,23,D,BRKR,,,,,left_only
44848668,FORT ORD SUB,23,D,BRKR,,,,,left_only
41112611,OAKLAND J SUB,33,D,BRKR,,,,,left_only
44918408,BELLEVUE SUB,13,D,BRKR,,,,,left_only
41112609,OAKLAND J SUB,33,D,BRKR,,,,,left_only
42727356,MI-WUK SUB,23,D,BRKR,,,,,left_only
44226654,DEL MONTE SUB,23,D,BRKR,,,,,left_only
45260802,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
45561001,MOUNTAIN VIEW SUB,13,D,BRKR,,,,,left_only
45577522,MOUNTAIN VIEW SUB,13,D,BRKR,,,,,left_only
42573945,KERN PP DIST SUB,33,D,BRKR,,,,,left_only
44668458,HICKS SUB,23,D,BRKR,,,,,left_only
42626743,EIGHT MILE SUB,23,D,BRKR,,,,,left_only
42613704,HIGHWAY SUB,33,D,BRKR,,,,,left_only
44936089,SAN LEANDRO U SUB,13,D,BRKR,,,,,left_only
42727354,MI-WUK SUB,23,D,BRKR,,,,,left_only
44255635,SAN RAFAEL SUB,23,D,BRKR,,,,,left_only
42687492,ARCATA SUB,23,D,BRKR,,,,,left_only
42761224,MOSHER SUB,23,D,BRKR,,,,,left_only
42705801,LINCOLN SUB,23,D,BRKR,,,,,left_only
42833667,LAKEVILLE SUB,23,D,BRKR,,,,,left_only
42663479,DELEVAN SUB,23,D,BRKR,,,,,left_only
42828494,LAKEVILLE SUB,23,D,BRKR,,,,,left_only
42663491,DELEVAN SUB,23,D,BRKR,,,,,left_only
45503067,ALTO SUB,23,D,BRKR,,,,,left_only
43590801,PANOCHE SUB,23,D,BRKR,,,,,left_only
42736636,COTTONWOOD SUB,23,D,BRKR,,,,,left_only
42625978,SARATOGA SUB,23,D,BRKR,,,,,left_only
44450022,BRITTON SUB,23,D,BRKR,,,,,left_only
45186725,MCCALL SUB,13,D,BRKR,,,,,left_only
45238200,PUEBLO SUB,13,D,BRKR,,,,,left_only
45319178,CAMP EVERS SUB,13,D,BRKR,,,,,left_only
45484717,MORGAN HILL SUB,13,D,BRKR,,,,,left_only
45613380,HOLLISTER SUB,13,D,BRKR,,,,,left_only
45708666,BELLEVUE SUB,13,D,BRKR,,,,,left_only
42714808,MOUNTAIN VIEW SUB,23,D,BRKR,,,,,left_only
42746978,EDES SUB,23,D,BRKR,,,,,left_only
45261379,MONTE RIO SUB,13,D,BRKR,,,,,left_only
45150563,ALTO SUB,13,D,BRKR,,,,,left_only
45508983,HICKS SUB,23,D,BRKR,,,,,left_only
44626826,HICKS SUB,23,D,BRKR,,,,,left_only
42731776,TASSAJARA SUB,23,D,BRKR,,,,,left_only
42735260,HIGHWAY SUB,23,D,BRKR,,,,,left_only
45471186,ALTO SUB,13,D,BRKR,,,,,left_only
45536025,HICKS SUB,23,D,BRKR,,,,,left_only
44213381,RIPON SUB,23,D,BRKR,,,,,left_only
44932809,SILVERADO SUB,13,D,BRKR,,,,,left_only
44965188,BRITTON SUB,23,D,BRKR,,,,,left_only
42734666,LOCKEFORD SUB,23,D,BRKR,,,,,left_only
42562129,ASHLAN AVE SUB,23,D,BRKR,,,,,left_only
42553245,SHINGLE SPRINGS SUB,23,D,BRKR,,,,,left_only
44204002,EUREKA E SUB,23,D,BRKR,,,,,left_only
42605856,PLAINFIELD SUB,23,D,BRKR,,,,,left_only
42672422,STELLING SUB,23,D,BRKR,,,,,left_only
42685793,SAN LEANDRO U SUB,23,D,BRKR,,,,,left_only
45260790,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
42642514,STOREY SUB,23,D,BRKR,,,,,left_only
44688006,RINCON SUB,13,D,BRKR,,,,,left_only
43594291,NARROWS SUB,23,D,BRKR,,,,,left_only
44183518,SAN LUIS OBISPO SUB,23,D,BRKR,,,,,left_only
44616995,SAN LUIS OBISPO SUB,13,D,BRKR,,,,,left_only
45249583,DUMBARTON SUB,23,D,BRKR,,,,,left_only
42575433,PASO ROBLES SUB,33,D,BRKR,,,,,left_only
42672323,LAKEWOOD SUB,23,D,BRKR,,,,,left_only
43191168,OCEANO SUB,23,D,BRKR,,,,,left_only
43680550,POSO MTN SUB,23,D,BRKR,,,,,left_only
45705554,CHOLAME SUB,13,D,BRKR,,,,,left_only
44264528,AVENAL SUB,23,D,BRKR,,,,,left_only
45071477,FMC SUB,23,D,BRKR,,,,,left_only
44170298,AVENAL SUB,23,D,BRKR,,,,,left_only
42645715,GRAND ISLAND SUB,23,D,BRKR,,,,,left_only
42681762,STOCKDALE SUB,23,D,BRKR,,,,,left_only
45272776,ROSSMOOR SUB,13,D,BRKR,,,,,left_only
42754866,REDBUD SUB,23,D,BRKR,,,,,left_only
45260794,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
42613245,MCCALL SUB,23,D,BRKR,,,,,left_only
42747906,MCCALL SUB,23,D,BRKR,,,,,left_only
43145749,EL PATIO SUB,23,D,BRKR,,,,,left_only
45218359,FIGARDEN SUB,13,D,BRKR,,,,,left_only
45127483,DOLAN RD SUB,23,D,BRKR,,,,,left_only
45420994,STAFFORD SUB,23,D,BRKR,,,,,left_only
43687281,VALLEY HOME SUB,23,D,BRKR,,,,,left_only
42749036,ASHLAN AVE SUB,23,D,BRKR,,,,,left_only
42574305,TEVIS SUB,23,D,BRKR,,,,,left_only
44213385,RIPON SUB,23,D,BRKR,,,,,left_only
45554540,CORNING SUB,23,D,BRKR,,,,,left_only
45245996,TYLER SUB,23,D,BRKR,,,,,left_only
42703618,CASSIDY SUB,23,D,BRKR,,,,,left_only
42681142,SANTA MARIA SUB,23,D,BRKR,,,,,left_only
43229333,RIVERBANK SUB,23,D,BRKR,,,,,left_only
42675909,PEORIA SUB,33,D,BRKR,,,,,left_only
44932759,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
44196203,MT EDEN SUB,23,D,BRKR,,,,,left_only
45261403,PUEBLO SUB,13,D,BRKR,,,,,left_only
44739529,LERDO SUB,13,D,BRKR,,,,,left_only
44277641,ASHLAN AVE SUB,23,D,BRKR,,,,,left_only
42632172,MILPITAS SUB,33,D,BRKR,,,,,left_only
44825279,LERDO SUB,13,D,BRKR,,,,,left_only
42743386,VACA DIXON SUB,23,D,BRKR,,,,,left_only
44169698,MCKEE SUB,23,D,BRKR,,,,,left_only
43133719,ROSSMOOR SUB,23,D,BRKR,,,,,left_only
42737516,WEBER SUB,23,D,BRKR,,,,,left_only
42705720,HENRIETTA SUB,23,D,BRKR,,,,,left_only
42568087,BAY MEADOWS SUB,23,D,BRKR,,,,,left_only
44657746,BULLARD SUB,13,D,BRKR,,,,,left_only
42718175,GLENN SUB,23,D,BRKR,,,,,left_only
43175726,STOCKDALE SUB,23,D,BRKR,,,,,left_only
43145756,EL PATIO SUB,23,D,BRKR,,,,,left_only
45184954,DALY CITY SUB,23,D,BRKR,,,,,left_only
45005129,BELMONT SUB,23,D,BRKR,,,,,left_only
45421074,ASHLAN AVE SUB,23,D,BRKR,,,,,left_only
45596247,MT EDEN SUB,23,D,BRKR,,,,,left_only
45111373,JARVIS SUB,13,D,BRKR,,,,,left_only
45705585,JARVIS SUB,13,D,BRKR,,,,,left_only
45700978,SAN RAFAEL SUB,13,D,BRKR,,,,,left_only
45569659,STOCKDALE SUB,13,D,BRKR,,,,,left_only
45729222,MCKEE SUB,13,D,BRKR,,,,,left_only
45707239,FREMONT SUB,13,D,BRKR,,,,,left_only
42688019,ARCATA SUB,23,D,BRKR,,,,,left_only
42627555,CLOVIS SUB,23,D,BRKR,BRKR,2026-02-04,,JIT,both
43144529,IGNACIO SUB,23,D,BRKR,,,,,left_only
42691210,PRUNEDALE SUB,23,D,BRKR,,,,,left_only
44213387,RIPON SUB,23,D,BRKR,,,,,left_only
42627168,SYCAMORE CREEK SUB,23,D,BRKR,,,,,left_only
44977350,CASTROVILLE SUB,13,D,BRKR,,,,,left_only
44890133,PASO ROBLES SUB,23,D,BRKR,,,,,left_only
42715959,GRANT SUB,23,D,BRKR,,,,,left_only
44657743,BULLARD SUB,13,D,BRKR,,,,,left_only
43590793,PANOCHE SUB,23,D,BRKR,,,,,left_only
40991559,SAN FRAN A (POTRERO PP) SUB,33,D,BRKR,,,,,left_only
43590786,PANOCHE SUB,23,D,BRKR,,,,,left_only
42625115,DAVIS SUB,23,D,BRKR,,,,,left_only
42757437,OROSI SUB,23,D,BRKR,,,,,left_only
40991557,SAN FRAN A (POTRERO PP) SUB,33,D,BRKR,,,,,left_only
40991560,SAN FRAN A (POTRERO PP) SUB,33,D,BRKR,,,,,left_only
45670259,MCCALL SUB,23,D,BRKR,,,,,left_only
44700711,CLOVIS SUB,13,D,BRKR,,,,,left_only
44861998,HILLSDALE SUB,23,D,BRKR,,,,,left_only
44170292,GREENBRAE SUB,23,D,BRKR,,,,,left_only
44076944,WEST FRESNO SUB,23,D,BRKR,,,,,left_only
42750786,SAN LUIS OBISPO SUB,23,D,BRKR,,,,,left_only
44436079,NEWBURG SUB,23,D,BRKR,,,,,left_only
44433171,MILLBRAE SUB,23,D,BRKR,,,,,left_only
45011694,BAHIA SUB,13,D,BRKR,,,,,left_only
42683206,HATTON SUB,23,D,BRKR,,,,,left_only
42731578,CLAYTON SUB,23,D,BRKR,,,,,left_only
44712908,MEADOW LANE SUB,13,D,BRKR,,,,,left_only
44282378,BAY MEADOWS SUB,23,D,BRKR,,,,,left_only
44276697,PUEBLO SUB,23,D,BRKR,,,,,left_only
45414851,MORAGA SUB,13,D,BRKR,,,,,left_only
42709955,STOCKDALE SUB,23,D,BRKR,,,,,left_only
45260792,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
44148071,DAVIS SUB,23,D,BRKR,,,,,left_only
43145747,EL PATIO SUB,23,D,BRKR,,,,,left_only
44770332,BULLARD SUB,13,D,BRKR,,,,,left_only
45413962,WESTPARK SUB,23,D,BRKR,,,,,left_only
45410765,ROSSMOOR SUB,23,D,BRKR,,,,,left_only
45484707,EDENVALE SUB,23,D,BRKR,,,,,left_only
42630938,WEST FRESNO SUB,23,D,BRKR,,,,,left_only
42576357,SYCAMORE CREEK SUB,23,D,BRKR,,,,,left_only
45420530,REDWOOD CITY SUB,23,D,BRKR,,,,,left_only
42687993,ARCATA SUB,23,D,BRKR,,,,,left_only
42632192,SERRAMONTE SUB,23,D,BRKR,,,,,left_only
44814828,STANISLAUS PH,13,D,BRKR,,,,,left_only
45399436,SAN LEANDRO U SUB,23,D,BRKR,,,,,left_only
42731599,WYANDOTTE SUB,23,D,BRKR,,,,,left_only
45593425,EL CAPITAN SUB,23,D,BRKR,,,,,left_only
45569048,KINGSBURG SUB,23,D,BRKR,,,,,left_only
42597526,EAST GRAND SUB,33,D,BRKR,,,,,left_only
44254512,BUTTE SUB,33,D,BRKR,,,,,left_only
44205898,LAS GALLINAS A SUB,23,D,BRKR,,,,,left_only
42563564,EDES SUB,33,D,BRKR,,,,,left_only
44170054,SANTA MARIA SUB,23,D,BRKR,,,,,left_only
43193350,OCEANO SUB,23,D,BRKR,,,,,left_only
43228330,ALTO SUB,23,D,BRKR,,,,,left_only
43683844,LOGAN CREEK SUB,23,D,BRKR,,,,,left_only
45130815,DUNBAR SUB,23,D,BRKR,,,,,left_only
42728121,LAMONT SUB,23,D,BRKR,,,,,left_only
42622498,PASO ROBLES SUB,33,D,BRKR,,,,,left_only
43192807,BOGUE SUB,23,D,BRKR,,,,,left_only
41366430,HIGGINS SUB,23,D,BRKR,,,,,left_only
43600627,SCHINDLER SUB,23,D,BRKR,,,,,left_only
42731566,KERN OIL SUB,23,D,BRKR,,,,,left_only
42735263,HIGHWAY SUB,23,D,BRKR,,,,,left_only
42755437,MCCALL SUB,23,D,BRKR,,,,,left_only
42676398,PASO ROBLES SUB,23,D,BRKR,,,,,left_only
42705172,MADERA SUB,23,D,BRKR,,,,,left_only
43593168,WEST FRESNO SUB,23,D,BRKR,,,,,left_only
43194026,ORO LOMA SUB,23,D,BRKR,,,,,left_only
42687563,ARCATA SUB,23,D,BRKR,,,,,left_only
42750734,NAPA SUB,23,D,BRKR,,,,,left_only
44329973,LE GRAND SUB,23,D,BRKR,,,,,left_only
41372731,PETALUMA C SUB,33,D,BRKR,,,,,left_only
42732388,WYANDOTTE SUB,23,D,BRKR,,,,,left_only
42708048,HAMMER SUB,23,D,BRKR,,,,,left_only
45399438,STELLING SUB,13,D,BRKR,,,,,left_only
44932076,EL NIDO SUB,23,D,BRKR,,,,,left_only
43191523,PEASE SUB,23,D,BRKR,,,,,left_only
43604815,MANCHESTER SUB,23,D,BRKR,,,,,left_only
42741582,LEMOORE SUB,23,D,BRKR,,,,,left_only
44600638,PASO ROBLES SUB,13,D,BRKR,,,,,left_only
45511269,HUMBOLDT BAY PP,23,D,BRKR,,,,,left_only
44192862,MANCHESTER SUB,23,D,BRKR,,,,,left_only
44707477,OCEANO SUB,13,D,BRKR,,,,,left_only
42751251,ATASCADERO SUB,23,D,BRKR,,,,,left_only
44930987,EL NIDO SUB,23,D,BRKR,,,,,left_only
45704901,MOLINO SUB,23,D,BRKR,,,,,left_only
45071474,FMC SUB,23,D,BRKR,,,,,left_only
45071473,FMC SUB,23,D,BRKR,,,,,left_only
45592390,LAWRENCE SUB,13,D,BRKR,,,,,left_only
45293310,RINCON SUB,13,D,BRKR,,,,,left_only
45350814,WESTPARK SUB,13,D,BRKR,,,,,left_only
45466330,STOCKTON A SUB,13,D,BRKR,,,,,left_only
45671403,BULLARD SUB,13,D,BRKR,,,,,left_only
43145748,EL PATIO SUB,23,D,BRKR,,,,,left_only
42580174,LUCERNE SUB,23,D,BRKR,,,,,left_only
42831537,CHOWCHILLA SUB,23,D,BRKR,,,,,left_only
45543032,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
42830065,RIVERBANK SUB,23,D,BRKR,,,,,left_only
42744379,HALF MOON BAY SUB,23,D,BRKR,,,,,left_only
42711860,GRAND ISLAND SUB,23,D,BRKR,,,,,left_only
45419537,VACAVILLE SUB,23,D,BRKR,,,,,left_only
45260798,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
42840616,CLOVERDALE SUB,23,D,BRKR,,,,,left_only
42625379,DIXON SUB,23,D,BRKR,,,,,left_only
42666856,STOCKDALE SUB,23,D,BRKR,,,,,left_only
42641868,MAGUNDEN SUB,23,D,BRKR,,,,,left_only
42682697,VACAVILLE SUB,23,D,BRKR,,,,,left_only
42646592,REEDLEY SUB,23,D,BRKR,,,,,left_only
42675917,PEORIA SUB,33,D,BRKR,,,,,left_only
42648337,MCCALL SUB,23,D,BRKR,,,,,left_only
44630543,POTTER VALLEY PH,23,D,BRKR,,,,,left_only
42666855,STOCKDALE SUB,23,D,BRKR,,,,,left_only
44635525,COTTLE SUB,13,D,BRKR,,,,,left_only
44326792,BAY MEADOWS SUB,23,D,BRKR,,,,,left_only
43603391,MANCHESTER SUB,23,D,BRKR,,,,,left_only
42740985,WEST POINT PH,23,D,BRKR,,,,,left_only
42786086,WOODACRE SUB,23,D,BRKR,,,,,left_only
43162905,DINUBA SUB,23,D,BRKR,,,,,left_only
44873334,BELLE HAVEN SUB,23,D,BRKR,,,,,left_only
43191521,PEASE SUB,23,D,BRKR,,,,,left_only
44914331,VACAVILLE SUB,23,D,BRKR,,,,,left_only
45260796,ASHLAN AVE SUB,13,D,BRKR,,,,,left_only
42705174,MADERA SUB,23,D,BRKR,,,,,left_only
45437829,STAFFORD SUB,23,D,BRKR,,,,,left_only
44696225,SHAFTER SUB,23,D,BRKR,,,,,left_only
44170281,DEEPWATER SUB,23,D,BRKR,,,,,left_only
44656603,SNEATH LANE SUB,23,D,BRKR,,,,,left_only
44339397,WOODLAND SUB,23,D,BRKR,,,,,left_only
42727894,PENRYN SUB,23,D,BRKR,,,,,left_only
42677449,MERCED SUB,23,D,BRKR,,,,,left_only
42735098,HORSESHOE SUB,23,D,BRKR,,,,,left_only
45507523,ALTO SUB,23,D,BRKR,,,,,left_only
44170293,STOCKTON A SUB,23,D,BRKR,,,,,left_only
45507519,WOLFE SUB,23,D,BRKR,,,,,left_only
43157576,MENDOTA SUB,23,D,BRKR,,,,,left_only
42711768,KERMAN SUB,23,D,BRKR,,,,,left_only
42742947,BELMONT SUB,23,D,BRKR,,,,,left_only
42734551,BELMONT SUB,23,D,BRKR,,,,,left_only
42753875,MALAGA SUB,23,D,BRKR,,,,,left_only
44974563,HENRIETTA SUB,23,D,BRKR,,,,,left_only
42641867,MAGUNDEN SUB,23,D,BRKR,,,,,left_only
42718338,GLENN SUB,23,D,BRKR,,,,,left_only
42679687,ASHLAN AVE SUB,23,D,BRKR,,,,,left_only
42595728,SHINGLE SPRINGS SUB,23,D,BRKR,,,,,left_only
44147746,HENRIETTA SUB,23,D,BRKR,,,,,left_only
45536042,JARVIS SUB,13,D,BRKR,,,,,left_only
45588513,FRENCH CAMP SUB,23,D,BRKR,,,,,left_only
44147745,HENRIETTA SUB,23,D,BRKR,,,,,left_only
45109793,JARVIS SUB,13,D,BRKR,,,,,left_only
42742943,BELMONT SUB,23,D,BRKR,,,,,left_only
42595656,PLACER SUB,23,D,BRKR,,,,,left_only
42607276,CLAY SUB,23,D,BRKR,,,,,left_only
42677859,BUENA VISTA SUB,23,D,BRKR,,,,,left_only
42622281,WESTLEY SUB,23,D,BRKR,,,,,left_only
45640064,SARATOGA SUB,23,D,BRKR,,,,,left_only
45632888,ROSSMOOR SUB,13,D,BRKR,,,,,left_only
45663786,SAN JOSE B SUB,13,D,BRKR,,,,,left_only
45700976,SAN RAFAEL SUB,13,D,BRKR,,,,,left_only
42675566,COPUS SUB,23,D,BRKR,,,,,left_only
43233794,CARNERAS SUB,23,D,BRKR,,,,,left_only
44252935,KERN OIL SUB,23,D,BRKR,,,,,left_only
42735158,JAMESON SUB,23,D,BRKR,,,,,left_only
42625381,DIXON SUB,23,D,BRKR,,,,,left_only
42603261,DESCHUTES SUB,23,D,BRKR,,,,,left_only
43689055,GRASS VALLEY SUB,23,D,BRKR,,,,,left_only
42605854,PLAINFIELD SUB,23,D,BRKR,,,,,left_only
43146761,FORT BRAGG A SUB,23,D,BRKR,,,,,left_only
44231051,MAXWELL SUB,23,D,BRKR,,,,,left_only
42631605,TUPMAN SUB,23,D,BRKR,,,,,left_only
44183862,EEL RIVER SUB,23,D,BRKR,,,,,left_only
42580185,LUCERNE SUB,33,D,BRKR,,,,,left_only
42594847,CHICO A SUB,23,D,BRKR,,,,,left_only
42687944,ZAMORA SUB,23,D,BRKR,,,,,left_only
42831496,MCFARLAND SUB,23,D,BRKR,,,,,left_only
43694031,CATLETT SUB,23,D,BRKR,,,,,left_only
42707432,NEWMAN SUB,33,D,BRKR,,,,,left_only
42758153,MCFARLAND SUB,23,D,BRKR,,,,,left_only
42618625,CAMDEN SUB,33,D,BRKR,,,,,left_only
44326481,FORT BRAGG A SUB,23,D,BRKR,,,,,left_only
45366110,DUNNIGAN SUB,23,D,BRKR,,,,,left_only
43684114,OLD RIVER SUB,23,D,BRKR,,,,,left_only
44877772,GUALALA SUB,23,D,BRKR,,,,,left_only
43175654,ANITA SUB,23,D,BRKR,,,,,left_only
42757433,OROSI SUB,23,D,BRKR,,,,,left_only
42726759,PUTAH CREEK SUB,23,D,BRKR,,,,,left_only
42831522,DIXON SUB,23,D,BRKR,,,,,left_only
44171571,EUREKA E SUB,23,D,BRKR,,,,,left_only
42596380,WHEATLAND SUB,33,D,BRKR,,,,,left_only
44701458,SPENCE SUB,23,D,BRKR,,,,,left_only
42743398,DEEPWATER SUB,23,D,BRKR,,,,,left_only
42735154,JAMESON SUB,23,D,BRKR,,,,,left_only
42680632,OLD KEARNEY SUB,23,D,BRKR,,,,,left_only
45511221,HURON SUB,12,D,BRKR,,,,,left_only
43683535,LAKEVIEW SUB,22,D,BRKR,,,,,left_only
45142539,COLUSA SUB,22,D,BRKR,,,,,left_only
45595153,SPENCE SUB,12,D,BRKR,,,,,left_only
45276942,COLUSA SUB,22,D,BRKR,,,,,left_only
45468527,KNIGHTS LANDING SUB,22,D,BRKR,,,,,left_only
45707299,SAN BERNARD SUB,22,D,BRKR,,,,,left_only
45237487,SANTA NELLA SUB,22,D,BRKR,,,,,left_only
45607857,SANTA RITA SUB,22,D,BRKR,,,,,left_only
45651820,RIO DELL SUB,22,D,BRKR,,,,,left_only
45099131,TULARE LAKE SUB,12,D,BRKR,,,,,left_only
45304773,CALFLAX SUB,12,D,BRKR,,,,,left_only
45329426,PERRY SUB,12,D,BRKR,,,,,left_only
45764983,WOODACRE SUB,12,D,BRKR,,,,,left_only
45712105,CARBONA SUB,12,D,BRKR,,,,,left_only
45712108,CARBONA SUB,12,D,BRKR,,,,,left_only
45712101,CARBONA SUB,12,D,BRKR,,,,,left_only
45712099,CARBONA SUB,12,D,BRKR,,,,,left_only
45712095,CARBONA SUB,12,D,BRKR,,,,,left_only
45712103,CARBONA SUB,12,D,BRKR,,,,,left_only
42626024,BULLARD SUB,42,D,BRKR,,,,,left_only
44828324,RAINBOW SUB,22,D,BRKR,,,,,left_only
42748028,SAN LEANDRO U SUB,22,D,BRKR,,,,,left_only
42736213,SANGER SUB,22,D,BRKR,,,,,left_only
44244903,TRACY SUB,22,D,BRKR,,,,,left_only
42735156,JAMESON SUB,22,D,BRKR,,,,,left_only
43164946,ASHLAN AVE SUB,22,D,BRKR,,,,,left_only
42753066,REDBUD SUB,22,D,BRKR,,,,,left_only
42838743,VACAVILLE SUB,22,D,BRKR,,,,,left_only
44171577,EUREKA E SUB,22,D,BRKR,,,,,left_only
43139183,GOLDTREE SUB,22,D,BRKR,,,,,left_only
45274084,SAUSALITO SUB,12,D,BRKR,,,,,left_only
44560359,CHICO B SUB,22,D,BRKR,,,,,left_only
44941904,WOODLAND SUB,12,D,BRKR,,,,,left_only
43229330,RIVERBANK SUB,22,D,BRKR,,,,,left_only
42733564,MERCED SUB,22,D,BRKR,,,,,left_only
42630940,WEST FRESNO SUB,22,D,BRKR,,,,,left_only
42615353,ATWATER SUB,22,D,BRKR,,,,,left_only
43248376,VACAVILLE SUB,22,D,BRKR,,,,,left_only
43602582,MANCHESTER SUB,22,D,BRKR,,,,,left_only
44986964,PANORAMA SUB,22,D,BRKR,,,,,left_only
43591764,FORT BRAGG A SUB,22,D,BRKR,,,,,left_only
44966753,KINGSBURG SUB,12,D,BRKR,,,,,left_only
44214946,DUNBAR SUB,22,D,BRKR,,,,,left_only
42831499,MCFARLAND SUB,22,D,BRKR,,,,,left_only
45260787,ASHLAN AVE SUB,12,D,BRKR,,,,,left_only
44151928,ATASCADERO SUB,22,D,BRKR,,,,,left_only
42675893,PEORIA SUB,22,D,BRKR,,,,,left_only
42708026,HAMMER SUB,22,D,BRKR,,,,,left_only
43692882,CHICO B SUB,22,D,BRKR,,,,,left_only
42703620,CASSIDY SUB,22,D,BRKR,,,,,left_only
44326793,BAY MEADOWS SUB,22,D,BRKR,,,,,left_only
44657739,BULLARD SUB,12,D,BRKR,,,,,left_only
45306348,MOUNTAIN VIEW SUB,22,D,BRKR,,,,,left_only
44170285,MOUNTAIN VIEW SUB,22,D,BRKR,,,,,left_only
44217015,MONTAGUE SUB,22,D,BRKR,,,,,left_only
42742954,KERMAN SUB,22,D,BRKR,,,,,left_only
42731682,EL CAPITAN SUB,22,D,BRKR,,,,,left_only
42715969,JESSUP SUB,22,D,BRKR,,,,,left_only
42603210,GRAND ISLAND SUB,22,D,BRKR,,,,,left_only
43182808,SANTA YNEZ SUB,22,D,BRKR,,,,,left_only
45090540,MILPITAS SUB,22,D,BRKR,,,,,left_only
44289255,MILLBRAE SUB,22,D,BRKR,,,,,left_only
40995784,COUNTRY CLUB SUB,52,D,BRKR,,,,,left_only
45071483,FMC SUB,22,D,BRKR,,,,,left_only
44229637,MENDOCINO SUB,22,D,BRKR,,,,,left_only
44273795,ORO LOMA SUB,22,D,BRKR,,,,,left_only
42708028,HAMMER SUB,22,D,BRKR,,,,,left_only
42750570,STOCKTON A SUB,22,D,BRKR,,,,,left_only
42692018,BAIR SUB,22,D,BRKR,,,,,left_only
44273798,ORO LOMA SUB,22,D,BRKR,,,,,left_only
44724639,HIGHWAY SUB,22,D,BRKR,,,,,left_only
42743481,MENDOTA SUB,22,D,BRKR,,,,,left_only
44825310,LERDO SUB,12,D,BRKR,,,,,left_only
