Equipment,Substation Name,POF,"Reliability Risk Matrix (PoF,CoF)",line,type,Equipment Type,Date,Age,Failure Type,_merge
40992503,GLENWOOD SUB,0.38320981281683464,42,D,BRKR,,,,,left_only
40991642,PUEBLO SUB,0.13651267097515665,32,D,BRKR,,,,,left_only
40992098,BULLARD SUB,0.5782622484338796,42,D,BRKR,BRKR,2025-01-24,53,JIT,both
40990569,APPLE HILL SUB,0.43386720479720015,42,D,BRKR,,,,,left_only
40990854,HORSESHOE SUB,0.5445140961425062,42,D,BRKR,,,,,left_only
40992151,CHEROKEE SUB,0.4192622484338796,42,D,BRKR,BRKR,2025-12-17,53,JIT,both
40990852,HORSESHOE SUB,0.3517551584029402,42,D,BRKR,,,,,left_only
40993054,MARTELL SUB,0.3561222000653936,42,D,BRKR,,,,,left_only
40993055,MARTELL SUB,0.39025515840294017,42,D,BRKR,,,,,left_only
40992094,BULLARD SUB,0.6698937907086072,52,D,BRKR,BRKR,2025-01-24,57,JIT,both
40992586,IONE SUB,0.3608384939001408,42,D,BRKR,,,,,left_only
40991822,SAN JOSE B SUB,0.3654671421988094,42,D,BRKR,,,,,left_only
40991192,PHILO SUB,0.2584052351779134,42,D,BRKR,,,,,left_only
40992354,EDES SUB,0.3821372427325887,42,D,BRKR,,,,,left_only
40993624,STOCKTON A SUB,0.5622622484338796,42,D,BRKR,,,,,left_only
40989881,TRIMBLE SUB,0.2854113466007921,42,D,BRKR,BRKR,2025-07-23,42,JIT,both
40992150,CHEROKEE SUB,0.6335122484338795,42,D,BRKR,,,,,left_only
40992214,COPPERMINE SUB,0.32466558809709867,42,D,BRKR,,,,,left_only
40990984,METTLER SUB,0.4133275442348714,42,D,BRKR,,,,,left_only
40990896,LAWRENCE SUB,0.2447187983664825,42,D,BRKR,,,,,left_only
40993699,SUISUN SUB,0.43801061943685876,42,D,BRKR,,,,,left_only
40993333,PARLIER SUB,0.3396972972200047,42,D,BRKR,,,,,left_only
40993592,SAN JOSE A SUB,0.42449499443685873,42,D,BRKR,,,,,left_only
40989954,WATERLOO SUB,0.35832754423487134,42,D,BRKR,,,,,left_only
40992091,BUENA VISTA SUB,0.6566044669873974,42,D,BRKR,,,,,left_only
40992206,CORCORAN SUB,0.34871714219880934,42,D,BRKR,,,,,left_only
40992161,CHANNEL SUB,0.41796714219880937,42,D,BRKR,,,,,left_only
40991252,ROCKLIN SUB,0.6224007275289376,42,D,BRKR,,,,,left_only
40989927,VACAVILLE SUB,0.5788729274582951,42,D,BRKR,,,,,left_only
40989955,WATERLOO SUB,0.35007754423487136,42,D,BRKR,,,,,left_only
40990983,METTLER SUB,0.4270775442348714,42,D,BRKR,,,,,left_only
40990005,WOODLAND SUB,0.6563702023473337,42,D,BRKR,,,,,left_only
40992077,BROWNS VALLEY SUB,0.3360567825529421,42,D,BRKR,,,,,left_only
40992606,JOLON SUB,0.46648523665069597,42,D,BRKR,,,,,left_only
42570402,CUYAMA SUB,0.09657943852975155,22,D,BRKR,,,,,left_only
40992119,CALPELLA SUB,0.38441158055423774,42,D,BRKR,,,,,left_only
40992019,BIOLA SUB,0.468434179407077,42,D,BRKR,,,,,left_only
40991623,STOCKTON A SUB,0.41451061943685874,42,D,BRKR,,,,,left_only
40991680,WHITMORE SUB,0.2638067825529421,42,D,BRKR,,,,,left_only
42637867,CARUTHERS SUB,0.07188528977201103,22,D,BRKR,,,,,left_only
40992021,BIOLA SUB,0.3646229274582951,42,D,BRKR,,,,,left_only
40989865,TRIMBLE SUB,0.33768417940707696,42,D,BRKR,BRKR,2025-07-23,49,JIT,both
40992399,FAMOSO SUB,0.6873685516722603,52,D,BRKR,BRKR,2025-01-24,57,JIT,both
40995070,HARTER SUB,0.22601029261975253,42,D,BRKR,BRKR,2025-01-24,26,JIT,both
40992449,FOOTHILL SUB,0.6929199290371743,52,D,BRKR,,,,,left_only
40989868,TRIMBLE SUB,0.42809517040718237,42,D,BRKR,,,,,left_only
40992052,BRITTON SUB,0.4083582215759422,42,D,BRKR,,,,,left_only
40992823,LAWRENCE SUB,0.2604687983664825,42,D,BRKR,,,,,left_only
40992616,KERMAN SUB,0.40018417940707696,42,D,BRKR,,,,,left_only
40989985,WHISMAN SUB,0.571756150872904,42,D,BRKR,,,,,left_only
40992623,KING CITY SUB,0.6289852902437636,42,D,BRKR,,,,,left_only
40992499,GIFFEN SUB,0.30719517040718236,42,D,BRKR,,,,,left_only
40990813,FRENCH GULCH SUB,0.2552292202886799,42,D,BRKR,,,,,left_only
40992212,COPPERMINE SUB,0.3009155880970987,42,D,BRKR,,,,,left_only
40991781,CROWS LANDING SUB,0.2754598128168346,42,D,BRKR,,,,,left_only
40991676,WHISMAN SUB,0.35507754423487137,42,D,BRKR,,,,,left_only
40992022,BIOLA SUB,0.3571229274582951,42,D,BRKR,,,,,left_only
40992511,GOOSE LAKE SUB,0.46346714219880936,42,D,BRKR,,,,,left_only
40992500,GIFFEN SUB,0.31569517040718237,42,D,BRKR,BRKR,2025-10-13,45,JIT,both
40993632,STONE CORRAL SUB,0.7183545678305849,52,D,BRKR,,,,,left_only
40989893,TWISSELMAN SUB,0.6354480407570925,42,D,BRKR,,,,,left_only
40991652,CLARK RD SUB,0.15065789291928844,32,D,BRKR,,,,,left_only
40991625,STOCKTON ACRES SUB,0.844819920274678,52,D,BRKR,,,,,left_only
40991763,STOCKTON ACRES SUB,0.7492365869413447,52,D,BRKR,,,,,left_only
40991970,BAKERSFIELD SUB,0.35964409079131954,43,D,BRKR,,,,,left_only
40991975,BAKERSFIELD SUB,0.06423851579662496,23,D,BRKR,,,,,left_only
40991968,BAKERSFIELD SUB,0.07113851579662496,23,D,BRKR,,,,,left_only
40990642,BRENTWOOD SUB,0.38897828853246796,43,D,BRKR,,,,,left_only
40992146,CONTRA COSTA SUB,0.3681552351779134,43,D,BRKR,BRKR,2025-06-24,36,JIT,both
40990873,KERN PP DIST SUB,0.3117187983664825,43,D,BRKR,,,,,left_only
40990872,KERN PP DIST SUB,0.2994687983664825,43,D,BRKR,,,,,left_only
40990886,KIRKER SUB,0.31972025984217367,43,D,BRKR,,,,,left_only
40992010,BELMONT SUB,0.5909198518190467,43,D,BRKR,,,,,left_only
40992578,HARTLEY SUB,0.7556640430989707,53,D,BRKR,,,,,left_only
40990738,CUYAMA SUB,0.5148272057448946,42,D,BRKR,,,,,left_only
40991973,BAKERSFIELD SUB,0.31098721710389654,43,D,BRKR,,,,,left_only
40991733,ROSEDALE SUB,0.23894279678086955,43,D,BRKR,,,,,left_only
40995617,CONTRA COSTA SUB,0.6697751313960555,53,D,BRKR,,,,,left_only
40995293,SHINGLE SPRINGS SUB,0.3729142636957125,43,D,BRKR,,,,,left_only
40996814,PEABODY SUB,0.3551074820656137,43,D,BRKR,,,,,left_only
40996452,MEADOW LANE SUB,0.4083582215759422,43,D,BRKR,,,,,left_only
40996378,LOS OSITOS SUB,0.3255880366024407,43,D,BRKR,,,,,left_only
40995740,CLOVIS SUB,0.3662340787425288,43,D,BRKR,,,,,left_only
40995294,SHINGLE SPRINGS SUB,0.4256640961425062,43,D,BRKR,,,,,left_only
40995560,BULLARD SUB,0.35196714219880937,43,D,BRKR,,,,,left_only
40996292,LAKEVILLE SUB,0.3702622484338796,43,D,BRKR,,,,,left_only
40996285,LAKEVILLE SUB,0.41751224843387963,43,D,BRKR,,,,,left_only
40995883,EDES SUB,0.8225707774251481,53,D,BRKR,,,,,left_only
40995327,APPLE HILL SUB,0.4675140961425063,43,D,BRKR,,,,,left_only
40995295,SHINGLE SPRINGS SUB,0.3729142636957125,43,D,BRKR,,,,,left_only
40996717,OAKLAND C (OAKLAND PP) SUB,0.39914510784053586,43,D,BRKR,,,,,left_only
40996716,OAKLAND C (OAKLAND PP) SUB,0.38564510784053585,43,D,BRKR,,,,,left_only
40991659,TIDEWATER SUB,0.47975231409689567,43,D,BRKR,,,,,left_only
40991660,TIDEWATER SUB,0.31691577563535717,43,D,BRKR,,,,,left_only
40993460,SAN MATEO SUB,0.43598337025429945,43,D,BRKR,,,,,left_only
40991661,TIDEWATER SUB,0.508468085106383,43,D,BRKR,BRKR,2025-01-15,38,JIT,both
40993637,STOCKDALE SUB,0.3317340787425288,43,D,BRKR,,,,,left_only
40993636,STOCKDALE SUB,0.3817340787425288,43,D,BRKR,,,,,left_only
40993461,SAN MATEO SUB,0.3040428299935633,43,D,BRKR,,,,,left_only
40992648,LAKEWOOD SUB,0.34871714219880934,43,D,BRKR,BRKR,2025-01-15,50,JIT,both
40992437,FELLOWS SUB,0.40957720574489453,43,D,BRKR,,,,,left_only
40990081,NEWARK DIST SUB,0.3894672511809024,43,D,BRKR,,,,,left_only
40992655,LAKEWOOD SUB,0.3549451704071824,43,D,BRKR,,,,,left_only
40992400,FAIRVIEW SUB,0.27275231409689565,43,D,BRKR,,,,,left_only
40992650,LAKEWOOD SUB,0.591872233000055,43,D,BRKR,BRKR,2025-01-15,73,JIT,both
40992921,MEADOW LANE SUB,0.38348721710389655,43,D,BRKR,,,,,left_only
40992438,FELLOWS SUB,0.4320772057448946,43,D,BRKR,,,,,left_only
40992653,LAKEWOOD SUB,0.42809517040718237,43,D,BRKR,,,,,left_only
40993655,SAN RAMON SUB,0.357184179407077,43,D,BRKR,,,,,left_only
40991600,STAGG SUB,0.31369517040718237,43,D,BRKR,,,,,left_only
40992368,EL CAPITAN SUB,0.5234577525682047,43,D,BRKR,BRKR,2025-03-13,51,Failure,both
40993357,RACETRACK SUB,0.21270440650631187,43,D,BRKR,,,,,left_only
40992363,EL CAPITAN SUB,0.4153275442348714,43,D,BRKR,,,,,left_only
40992855,MARIPOSA SUB,0.10929220814216328,33,D,BRKR,,,,,left_only
40990186,NEWHALL SUB,0.2768835696650054,42,D,BRKR,,,,,left_only
40996450,MEADOW LANE SUB,0.571756150872904,43,D,BRKR,,,,,left_only
40991598,STAGG SUB,0.4214451704071824,43,D,BRKR,BRKR,2025-03-24,45,JIT,both
40997250,SAN LEANDRO U SUB,0.7222218939062445,53,D,BRKR,,,,,left_only
40993375,RED BLUFF SUB,0.22779245083062313,43,D,BRKR,,,,,left_only
43680524,MCCALL SUB,0.041781440155903564,23,D,BRKR,,,,,left_only
44175581,LAKEVIEW SUB,0.0464335327526092,22,D,BRKR,,,,,left_only
44175580,LAKEVIEW SUB,0.0464835327526092,22,D,BRKR,,,,,left_only
40993568,SAN FRAN Z (EMBARCADERO) SUB,0.319646831792761,43,D,BRKR,,,,,left_only
40993566,SAN FRAN Z (EMBARCADERO) SUB,0.319646831792761,43,D,BRKR,,,,,left_only
40993567,SAN FRAN Z (EMBARCADERO) SUB,0.25898337025429946,43,D,BRKR,,,,,left_only
40993573,SAN FRAN Z (EMBARCADERO) SUB,0.319646831792761,43,D,BRKR,,,,,left_only
40989976,WHEELER RIDGE SUB,0.4835,43,D,BRKR,,,,,left_only
41180579,WELLFIELD SUB,0.13120237851385327,32,D,BRKR,,,,,left_only
40992344,EDENVALE SUB,0.2720869403703244,43,D,BRKR,,,,,left_only
40991823,SAN RAMON SUB,0.41220981281683466,43,D,BRKR,,,,,left_only
40992340,EDENVALE SUB,0.2962130080753202,43,D,BRKR,,,,,left_only
40992343,EDENVALE SUB,0.3074945453207054,43,D,BRKR,,,,,left_only
40992291,DEL MAR SUB,0.27529245083062315,43,D,BRKR,,,,,left_only
40989874,TRIMBLE SUB,0.30923721710389657,43,D,BRKR,,,,,left_only
40991688,WOODWARD SUB,0.2384505365978311,43,D,BRKR,,,,,left_only
40993056,MOSHER SUB,0.4575363466007921,43,D,BRKR,,,,,left_only
40991094,TIDEWATER SUB,0.2816285389860639,43,D,BRKR,,,,,left_only
40993763,TEMPLETON SUB,0.384674253760834,43,D,BRKR,,,,,left_only
41088876,MOSHER SUB,0.3091613466007921,43,D,BRKR,,,,,left_only
40990726,COTTLE SUB,0.3073952858994557,43,D,BRKR,,,,,left_only
40993764,TEMPLETON SUB,0.3525637893942482,43,D,BRKR,,,,,left_only
40993494,SILVERADO SUB,0.2702954444628173,43,D,BRKR,,,,,left_only
40993031,MONTAGUE SUB,0.4467187983664825,43,D,BRKR,,,,,left_only
40992786,LLAGAS SUB,0.2790271804143065,43,D,BRKR,,,,,left_only
40993663,SAN RAMON SUB,0.41216134660079207,43,D,BRKR,,,,,left_only
40991656,TASSAJARA SUB,0.22734735703699108,43,D,BRKR,,,,,left_only
40993664,SAN RAMON SUB,0.38291134660079207,43,D,BRKR,,,,,left_only
40991655,TASSAJARA SUB,0.2720869403703244,43,D,BRKR,,,,,left_only
40992168,CLARKSVILLE SUB,0.29182470362715246,43,D,BRKR,,,,,left_only
40991181,PAUL SWEET SUB,0.2704195773299849,43,D,BRKR,,,,,left_only
40990020,WOODWARD SUB,0.4615,43,D,BRKR,,,,,left_only
40990774,EIGHT MILE SUB,0.3151328521524954,43,D,BRKR,,,,,left_only
40990775,EIGHT MILE SUB,0.28563285215249545,43,D,BRKR,,,,,left_only
40991093,TIDEWATER SUB,0.2816285389860639,43,D,BRKR,,,,,left_only
40990021,WOODWARD SUB,0.242698347182436,43,D,BRKR,,,,,left_only
40992169,CLARKSVILLE SUB,0.36407470362715244,43,D,BRKR,,,,,left_only
40991048,MORGAN HILL SUB,0.2419267911801747,43,D,BRKR,,,,,left_only
40992167,CLARKSVILLE SUB,0.3645747036271525,43,D,BRKR,,,,,left_only
40991036,MONTAGUE SUB,0.20313285215249544,43,D,BRKR,,,,,left_only
40993657,SAN RAMON SUB,0.5164630080753202,43,D,BRKR,,,,,left_only
40990814,FROGTOWN SUB,0.23050174061797812,43,D,BRKR,,,,,left_only
40991159,PAUL SWEET SUB,0.18091143395145345,33,D,BRKR,,,,,left_only
40992872,MANTECA SUB,0.2769427967808695,43,D,BRKR,,,,,left_only
40992166,CLARKSVILLE SUB,0.23757470362715247,43,D,BRKR,,,,,left_only
40992246,COTATI SUB,0.23324454532070543,43,D,BRKR,,,,,left_only
40993223,OCEANO SUB,0.38973337025429944,43,D,BRKR,,,,,left_only
40991689,WOODWARD SUB,0.2822005365978311,43,D,BRKR,,,,,left_only
40993224,OCEANO SUB,0.36898337025429945,43,D,BRKR,,,,,left_only
40992795,LOGAN CREEK SUB,0.2894544065063119,43,D,BRKR,,,,,left_only
40991035,MONTAGUE SUB,0.2720869403703244,43,D,BRKR,,,,,left_only
40990022,WOODWARD SUB,0.32348729213541005,43,D,BRKR,,,,,left_only
40993402,RIPON SUB,0.5608226932015842,43,D,BRKR,,,,,left_only
40992787,LLAGAS SUB,0.22549454532070545,43,D,BRKR,,,,,left_only
40992290,DEL MAR SUB,0.21229245083062315,43,D,BRKR,,,,,left_only
41349585,BRENTWOOD SUB,0.09644784342945253,23,D,BRKR,,,,,left_only
40992342,EDENVALE SUB,0.31064409079131955,43,D,BRKR,,,,,left_only
40990948,MANTECA SUB,0.4470106194368587,43,D,BRKR,,,,,left_only
40992871,MANTECA SUB,0.23319279678086957,43,D,BRKR,,,,,left_only
40993662,SAN RAMON SUB,0.43721300807532015,43,D,BRKR,,,,,left_only
40991424,LLAGAS SUB,0.14519618542022633,33,D,BRKR,,,,,left_only
40992870,MANTECA SUB,0.22794279678086954,43,D,BRKR,,,,,left_only
40992234,CLOVIS SUB,0.5345,43,D,BRKR,,,,,left_only
40992468,FROGTOWN SUB,0.2547517406179781,43,D,BRKR,,,,,left_only
40992339,EDENVALE SUB,0.22199454532070545,43,D,BRKR,,,,,left_only
40990427,PEABODY SUB,0.2727245172542754,43,D,BRKR,,,,,left_only
40990937,VINEYARD SUB,0.2593940063969862,43,D,BRKR,,,,,left_only
40993020,MONROE SUB,0.4702098128168346,43,D,BRKR,,,,,left_only
40990939,VINEYARD SUB,0.1496440063969862,33,D,BRKR,,,,,left_only
40990210,DEL MONTE SUB,0.7237479928437051,53,D,BRKR,BRKR,2025-04-08,29,JIT,both
40992149,CRESCENT MILLS SUB,0.2895017406179781,43,D,BRKR,,,,,left_only
40990938,VINEYARD SUB,0.1466440063969862,33,D,BRKR,,,,,left_only
40991720,MONTAGUE SUB,0.27777718041430655,43,D,BRKR,,,,,left_only
40990890,LAS POSITAS SUB,0.14439400639698619,33,D,BRKR,,,,,left_only
40991425,LLAGAS SUB,0.14519618542022633,33,D,BRKR,,,,,left_only
40990361,CLARKSVILLE SUB,0.20719690414211947,43,D,BRKR,,,,,left_only
40990619,WOODWARD SUB,0.18383102494936399,33,D,BRKR,,,,,left_only
40990561,HOLLISTER SUB,0.1506861143806467,33,D,BRKR,,,,,left_only
40990863,TASSAJARA SUB,0.1506440063969862,33,D,BRKR,,,,,left_only
40989946,WAHTOKE SUB,0.28179544446281724,43,D,BRKR,,,,,left_only
40993491,SILVERADO SUB,0.34654539566446807,43,D,BRKR,,,,,left_only
40991200,PLACERVILLE SUB,0.3197736386957125,43,D,BRKR,,,,,left_only
40990989,BRENTWOOD SUB,0.28087272980124145,43,D,BRKR,,,,,left_only
40992467,FROGTOWN SUB,0.26650174061797816,43,D,BRKR,,,,,left_only
40992110,CALAVERAS CEMENT SUB,0.2952517406179781,43,D,BRKR,,,,,left_only
40993740,SANTA ROSA A SUB,0.914,53,D,BRKR,,,,,left_only
41361641,COARSEGOLD SUB,0.08096620761394631,23,D,BRKR,,,,,left_only
40990582,EVERGREEN SUB,0.18763356966500536,33,D,BRKR,,,,,left_only
40991037,HOLLISTER SUB,0.21364981558180857,43,D,BRKR,,,,,left_only
41220663,BRENTWOOD SUB,0.10517613888173913,33,D,BRKR,,,,,left_only
40991017,CONTRA COSTA SUB,0.28379963116361717,43,D,BRKR,,,,,left_only
40990615,TASSAJARA SUB,0.15913356966500536,33,D,BRKR,,,,,left_only
40992248,COTATI SUB,0.29124454532070543,43,D,BRKR,,,,,left_only
41220662,BRENTWOOD SUB,0.10517613888173913,33,D,BRKR,,,,,left_only
40993220,OCEANO SUB,0.26948337025429947,43,D,BRKR,BRKR,2025-01-15,39,JIT,both
40990481,FIGARDEN SUB,0.24338356966500535,43,D,BRKR,,,,,left_only
40991061,PUEBLO SUB,0.21888819721216374,43,D,BRKR,,,,,left_only
40992247,COTATI SUB,0.31574454532070545,43,D,BRKR,,,,,left_only
40991976,BANGOR SUB,0.26579245083062314,43,D,BRKR,,,,,left_only
40993332,PARLIER SUB,0.2975454444628173,43,D,BRKR,,,,,left_only
41088881,LOCKEFORD SUB,0.15113462479663292,33,D,BRKR,,,,,left_only
40990295,TASSAJARA SUB,0.20847139225427538,43,D,BRKR,,,,,left_only
40991197,EL DORADO PH,0.22351029261975253,43,D,BRKR,,,,,left_only
40990910,NEWARK DIST SUB,0.21241143395145345,43,D,BRKR,,,,,left_only
40993012,MONTICELLO SUB,0.20271734799596175,43,D,BRKR,,,,,left_only
40990560,HOLLISTER SUB,0.23268611438064668,43,D,BRKR,,,,,left_only
40990718,COLONY SUB,0.28013285215249545,43,D,BRKR,,,,,left_only
41139762,RIVERBANK SUB,0.12579752573130162,33,D,BRKR,,,,,left_only
40991782,EAST STOCKTON SUB,0.4459267911801747,43,D,BRKR,,,,,left_only
40992175,CALIFORNIA AVE SUB,0.2792771804143065,43,D,BRKR,,,,,left_only
40990621,WOODWARD SUB,0.197831024949364,33,D,BRKR,,,,,left_only
40991081,NEWMAN SUB,0.2752445453207054,43,D,BRKR,,,,,left_only
40992176,CALIFORNIA AVE SUB,0.20377718041430654,43,D,BRKR,,,,,left_only
40990248,CURTIS SUB,0.30970002914211947,43,D,BRKR,,,,,left_only
40991082,NEWMAN SUB,0.2821955257128623,43,D,BRKR,,,,,left_only
41238376,MONROE SUB,0.11790021295581321,33,D,BRKR,,,,,left_only
40990620,WOODWARD SUB,0.16883102494936397,33,D,BRKR,,,,,left_only
40990153,TRIMBLE SUB,0.24844514473416818,43,D,BRKR,,,,,left_only
42618569,CALIFORNIA AVE SUB,0.11328943878743337,33,D,BRKR,,,,,left_only
40990861,JACINTO SUB,0.30304245083062314,43,D,BRKR,,,,,left_only
40990516,AVENAL SUB,0.25458102494936397,42,D,BRKR,,,,,left_only
40990654,EAST STOCKTON SUB,0.21863356966500536,42,D,BRKR,,,,,left_only
41134761,CALIFORNIA AVE SUB,0.1325475257313016,32,D,BRKR,,,,,left_only
41148221,LIVINGSTON SUB,0.12137712786978831,32,D,BRKR,,,,,left_only
40991663,TRACY SUB,0.2651302967808695,42,D,BRKR,,,,,left_only
41088928,OLD KEARNEY SUB,0.12668462479663295,32,D,BRKR,,,,,left_only
40990197,OTTER SUB,0.18859164896380068,32,D,BRKR,,,,,left_only
41088943,CALIFORNIA AVE SUB,0.12523462479663294,32,D,BRKR,,,,,left_only
41366006,EL PECO SUB,0.08672488880733803,22,D,BRKR,,,,,left_only
41366008,EL PECO SUB,0.09772488880733804,22,D,BRKR,,,,,left_only
40992882,MAXWELL SUB,0.26080492833363766,42,D,BRKR,,,,,left_only
40991972,BAKERSFIELD SUB,0.3892491798993616,43,D,BRKR,,,,,left_only
40990891,LAMONT SUB,0.34854539566446807,43,D,BRKR,,,,,left_only
40993363,RAWSON SUB,0.23729245083062314,43,D,BRKR,,,,,left_only
40990663,BURNEY SUB,0.29804245083062314,43,D,BRKR,,,,,left_only
40992910,MCARTHUR SUB,0.28049343122278003,43,D,BRKR,,,,,left_only
40992502,GIRVAN SUB,0.22954245083062313,43,D,BRKR,,,,,left_only
40992501,GIRVAN SUB,0.22129245083062316,43,D,BRKR,,,,,left_only
40991249,RISING RIVER SUB,0.31050174061797814,43,D,BRKR,,,,,left_only
40991778,BURNEY SUB,0.26254245083062316,43,D,BRKR,,,,,left_only
40992909,MCARTHUR SUB,0.26979245083062314,43,D,BRKR,,,,,left_only
40991767,TIDEWATER SUB,0.3083170686932031,43,D,BRKR,,,,,left_only
40992523,GREEN VALLEY SUB,0.299185056963908,43,D,BRKR,,,,,left_only
40992170,CLAYTON SUB,0.2806452858994557,43,D,BRKR,,,,,left_only
40992528,GREEN VALLEY SUB,0.3213170686932031,43,D,BRKR,,,,,left_only
40991710,KERN PP DIST SUB,0.2743473570369911,43,D,BRKR,,,,,left_only
40991715,MAGUNDEN SUB,0.2629687983664825,43,D,BRKR,BRKR,2025-01-24,37,JIT,both
40993384,RIO BRAVO SUB,0.4988574820656137,43,D,BRKR,,,,,left_only
40989989,WILLOW CREEK SUB,0.2352005365978311,43,D,BRKR,,,,,left_only
40989988,WILLOW CREEK SUB,0.21445053659783112,43,D,BRKR,,,,,left_only
40992588,JANES CREEK SUB,0.24739684525099617,43,D,BRKR,,,,,left_only
40991773,WILLOW CREEK SUB,0.2319505365978311,43,D,BRKR,,,,,left_only
40991604,STOCKDALE SUB,0.3286613466007921,43,D,BRKR,,,,,left_only
40991974,BAKERSFIELD SUB,0.2499267911801747,43,D,BRKR,,,,,left_only
43117475,SALINAS SUB,0.06428903452729773,23,D,BRKR,,,,,left_only
42841399,SALINAS SUB,0.06783903452729773,23,D,BRKR,,,,,left_only
44202772,SHAFTER SUB,0.05058270934253291,23,D,BRKR,,,,,left_only
43117473,SALINAS SUB,0.06258903452729772,22,D,BRKR,,,,,left_only
44171578,SHAFTER SUB,0.04933270934253291,22,D,BRKR,,,,,left_only
42832322,LAWRENCE SUB,0.06358851579662496,22,D,BRKR,,,,,left_only
45505677,HUMBOLDT BAY PP,0.0378,22,D,BRKR,,,,,left_only
43694028,CATLETT SUB,0.05256602186541159,22,D,BRKR,,,,,left_only
40996745,OAKLAND J SUB,0.43021950781764806,43,D,BRKR,,,,,left_only
40995016,OAKLAND J SUB,0.6402403411509814,43,D,BRKR,,,,,left_only
40997133,SARATOGA SUB,0.4294480407570925,43,D,BRKR,,,,,left_only
40996740,OAKLAND J SUB,0.8195,53,D,BRKR,,,,,left_only
40997137,SARATOGA SUB,0.6634480407570924,53,D,BRKR,,,,,left_only
40997131,SARATOGA SUB,0.7216980407570925,53,D,BRKR,,,,,left_only
40995426,ASHLAN AVE SUB,0.3860789460903849,43,D,BRKR,,,,,left_only
40996954,RIVERBANK SUB,0.653957846822238,43,D,BRKR,,,,,left_only
40997132,SARATOGA SUB,0.7935,53,D,BRKR,,,,,left_only
40995422,ASHLAN AVE SUB,0.4360789460903849,43,D,BRKR,,,,,left_only
40995436,ASHLAN AVE SUB,0.39832894609038494,43,D,BRKR,,,,,left_only
40994886,WOODLAND SUB,0.3550640828586083,43,D,BRKR,,,,,left_only
40994885,WOODLAND SUB,0.36481408285860834,43,D,BRKR,,,,,left_only
40997135,SARATOGA SUB,0.4081980407570925,43,D,BRKR,,,,,left_only
40997129,SARATOGA SUB,0.3760122484338796,43,D,BRKR,,,,,left_only
40994772,TRACY SUB,0.4153275442348714,43,D,BRKR,,,,,left_only
40994774,TRACY SUB,0.43182754423487135,43,D,BRKR,,,,,left_only
40997139,SARATOGA SUB,0.571756150872904,43,D,BRKR,,,,,left_only
40995430,ASHLAN AVE SUB,0.4145789460903849,43,D,BRKR,BRKR,2025-11-20,54,JIT,both
41162799,SAN FRAN P(HUNTERS POINT) SUB,0.1231285187947363,33,D,BRKR,,,,,left_only
40995423,ASHLAN AVE SUB,0.6023289460903849,43,D,BRKR,,,,,left_only
40995427,ASHLAN AVE SUB,0.3935789460903849,43,D,BRKR,,,,,left_only
40997242,SAN LEANDRO U SUB,0.7033353833734719,53,D,BRKR,BRKR,2025-04-22,,JIT,both
40995802,DALY CITY SUB,0.6082628084857008,43,D,BRKR,,,,,left_only
40993466,SAN PABLO SUB,0.3415019759655947,43,D,BRKR,,,,,left_only
40995855,EAST GRAND SUB,0.5068638237650755,43,D,BRKR,,,,,left_only
40995807,DALY CITY SUB,0.46646950781764807,43,D,BRKR,,,,,left_only
40992445,FAIRWAY SUB,0.34663499498253375,43,D,BRKR,,,,,left_only
40995138,OAKLAND J SUB,0.5428117745072025,43,D,BRKR,,,,,left_only
40993467,SAN PABLO SUB,0.42646447596559467,43,D,BRKR,,,,,left_only
40995858,EAST GRAND SUB,0.5668638237650755,43,D,BRKR,,,,,left_only
40990871,KERN OIL SUB,0.39913941779806483,43,D,BRKR,,,,,left_only
40993377,RED BLUFF SUB,0.2703142869604858,43,D,BRKR,,,,,left_only
40990485,RED BLUFF SUB,0.23888808592487662,43,D,BRKR,,,,,left_only
40992374,ELK HILLS SUB,0.45576061943685875,42,D,BRKR,,,,,left_only
40992953,MIDDLETOWN SUB,0.25945067047519166,43,D,BRKR,,,,,left_only
40990335,MIDDLETOWN SUB,0.1791248585128381,32,D,BRKR,,,,,left_only
40995141,OAKLAND J SUB,0.48871950781764806,43,D,BRKR,,,,,left_only
40993683,STOREY SUB,0.36699792535386766,43,D,BRKR,,,,,left_only
40995340,OAKLAND J SUB,0.5428117745072025,43,D,BRKR,,,,,left_only
40991940,ATWATER SUB,0.40712292745829515,43,D,BRKR,,,,,left_only
40990967,MENLO SUB,0.7392078468222381,53,D,BRKR,,,,,left_only
40993009,MENLO SUB,0.6220789460903848,43,D,BRKR,,,,,left_only
40992775,LIVINGSTON SUB,0.3723574820656137,43,D,BRKR,,,,,left_only
40992268,DAIRYLAND SUB,0.37232754423487135,43,D,BRKR,,,,,left_only
40992585,INDIAN FLAT SUB,0.28543031204654956,43,D,BRKR,,,,,left_only
40990267,WILLIAMS SUB,0.21170002914211947,42,D,BRKR,,,,,left_only
40991906,ANDERSON SUB,0.21096734799596173,43,D,BRKR,,,,,left_only
40991907,ANDERSON SUB,0.22150174061797812,43,D,BRKR,,,,,left_only
40991905,ANDERSON SUB,0.22246734799596174,43,D,BRKR,,,,,left_only
40990079,NEWARK DIST SUB,0.24014266385666821,43,D,BRKR,,,,,left_only
40991657,TASSAJARA SUB,0.22624454532070543,43,D,BRKR,,,,,left_only
40991987,BAY MEADOWS SUB,0.348435056963908,43,D,BRKR,,,,,left_only
